ID,Date,Address,Suite,PermitType,ConstructionCost,OwnerName,Contractor,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng,MatchAddress_1,parcelId_1,lat_1,lng_1,Benchmark,Format,Geocoderinput
180182,2013/12/10 00:00:00.000000000,855 GLASFORD SQ                                   ,UNIT 104                                          ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,855 GLASFORD SQ,,,,,,,,,,4,json,855 GLASFORD SQ LEXINGTON KY
175204,2013/04/02 00:00:00.000000000,442 GEORGETOWN RD                                 ,                                                  ,"SINGLE FAMILY RES, 1500 SQ.FT. OR LESS            ",120000,FAYETTE CO. LOCAL DEVELOP CORP                    ,V & D CONSTRUCTION                                ,442 GEORGETOWN RD,,,,,,,,,,4,json,442 GEORGETOWN RD LEXINGTON KY
183425,2014/06/13 00:00:00.000000000,941 DAWSON SPRINGS WAY                            ,                                                  ,SINGLE FAMILY RESIDENCE                           ,120000,JAMES MONROE HOMES                                ,JAMES MONROE HOMES                                ,941 DAWSON SPRINGS WAY,,,,,,,,,,4,json,941 DAWSON SPRINGS WAY LEXINGTON KY
173750,2013/01/09 00:00:00.000000000,4356 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,"BALL HOMES, INC                                   ",STIVERS HVAC INC                                  ,4356 EVANGELINE LN,,,,,,,,,,4,json,4356 EVANGELINE LN LEXINGTON KY
164238,2011/06/27 00:00:00.000000000,1025 INDUSTRY RD                                  ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,STEVEN WATHEN                                     ,AIR CONTROL HEATING & COOLING OF LEX              ,1025 INDUSTRY RD,,,,,,,,,,4,json,1025 INDUSTRY RD LEXINGTON KY
176973,2013/06/26 00:00:00.000000000,4224 SARON DR                                     ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",0,WEBB COMPANIES                                    ,SUTER MECHANICAL INC                              ,4224 SARON DR,,,,,,,,,,4,json,4224 SARON DR LEXINGTON KY
177308,2013/07/11 00:00:00.000000000,1550 OLD FRANKFORT                                ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,BAKER IRON AND METAL                              ,BAKER IRON AND METAL                              ,1550 OLD FRANKFORT,,,,,,,,,,4,json,1550 OLD FRANKFORT LEXINGTON KY
187318,2015/01/30 00:00:00.000000000,3261 ALCOTT PL                                    ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4153.12,RML CONSTRUCTION LLP                              ,STIVERS HVAC INC                                  ,3261 ALCOTT PL,,,,,,,,,,4,json,3261 ALCOTT PL LEXINGTON KY
178662,2013/09/17 00:00:00.000000000,2304 SIR BARTON WAY                               ,STE 195                                           ,REMODELING RESTAURANT                             ,40000,JOHNATHAN THOMAS                                  ,LARKIN GROUP LLC THE                              ,2304 SIR BARTON WAY,,,,,,,,,,4,json,2304 SIR BARTON WAY LEXINGTON KY
165927,2011/10/07 00:00:00.000000000,495 LAKETOWER DR                                  ,BLDG 2                                            ,"MECHANICAL, MULTI-FAMILY                          ",0,ANDOVER CONSTRUCTION                              ,STIVERS HVAC INC                                  ,495 LAKETOWER DR,,,,,,,,,,4,json,495 LAKETOWER DR LEXINGTON KY
185280,2014/09/17 00:00:00.000000000,1641 WHARTON WAY                                  ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",4112,RML CONSTRUCTION                                  ,STIVERS HVAC INC                                  ,1641 WHARTON WAY,,,,,,,,,,4,json,1641 WHARTON WAY LEXINGTON KY
184178,2014/07/22 00:00:00.000000000,2375 PALUMBO DR                                   ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,PIERATT'S INC                                     ,PIERATT'S INC                                     ,2375 PALUMBO DR,,,,,,,,,,4,json,2375 PALUMBO DR LEXINGTON KY
166780,2011/12/12 00:00:00.000000000,144 N BROADWAY                                    ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,REMMCO PROPERTIES                                 ,FAYETTE HEATING & AIR CONDITIONING                ,144 N BROADWAY,,,,,,,,,,4,json,144 N BROADWAY LEXINGTON KY
183843,2014/07/02 00:00:00.000000000,428 SOUTHLAND DR                                  ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",4250,PMM SOUTHLAND INVESTMENTS                         ,AIR CONTROL HEATING & COOLING OF LEX              ,428 SOUTHLAND DR,,,,,,,,,,4,json,428 SOUTHLAND DR LEXINGTON KY
164324,2011/06/30 00:00:00.000000000,243- TOWNE SQUARE PARK                            ,                                                  ,GRADING RESIDENTIAL                               ,0,ANDERSON COMMUNITIES                              ,HARMONY HOME BUILDERS LLC                         ,243,,,,,,,,,,4,json,243 LEXINGTON KY
181304,2014/04/10 00:00:00.000000000,1960 PAVILION WAY                                 ,                                                  ,RETAIL SALES REMODELING                           ,278488,OLD NAVY                                          ,JAMES HUNT CONSTRUCTION CO INC                    ,1960 PAVILION WAY,,,,,,,,,,4,json,1960 PAVILION WAY LEXINGTON KY
182323,2014/04/24 00:00:00.000000000,515 S BROADWAY                                    ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",6244,MORGAN PROPERTIES                                 ,AIR CONTROL HEATING & COOLING OF LEX              ,515 S BROADWAY,,,,,,,,,,4,json,515 S BROADWAY LEXINGTON KY
177909,2013/10/14 00:00:00.000000000,2308 SIR BARTON WAY #150                          ,                                                  ,RETAIL SALES REMODELING                           ,173000,THOMAS LAND & DEVELOPMENT                         ,HITT CONTRACTING INC                              ,2308 SIR BARTON WAY,,,,,,,,,,4,json,2308 SIR BARTON WAY LEXINGTON KY
164673,2011/07/22 00:00:00.000000000,1300 SPORTS CENTER DR                             ,                                                  ,"GRADING, COMMERCIAL                               ",0,COMMONWEALTH OF KENTUCKY                          ,A T S CONSTRUCTION COMPANY                        ,1300 SPORTS CENTER DR,,,,,,,,,,4,json,1300 SPORTS CENTER DR LEXINGTON KY
186067,2014/11/10 00:00:00.000000000,3565 NICHOLASVILLE RD                             ,STE 935                                           ,SIGNS                                             ,11000,"FAYETTE MALL SPE, LLC                             ",GUS HOLTHAUS SIGNS INC                            ,3565 NICHOLASVILLE RD,,,,,,,,,,4,json,3565 NICHOLASVILLE RD LEXINGTON KY
184012,2014/07/18 00:00:00.000000000,2359 RICHMOND RD                                  ,                                                  ,SIGNS                                             ,3100,LMP LLC                                           ,A B C SIGNS INC                                   ,2359 RICHMOND RD,,,,,,,,,,4,json,2359 RICHMOND RD LEXINGTON KY
165074,2011/08/16 00:00:00.000000000,754 LIBERTY RIDGE LN                              ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,LIBERTY RIDGE SR LIVING                           ,CLIMATE CONTROL CORPORATION                       ,754 LIBERTY RIDGE LN,,,,,,,,,,4,json,754 LIBERTY RIDGE LN LEXINGTON KY
175353,2013/04/09 00:00:00.000000000,360 E VINE ST                                     ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",10000,POWELL-WALTON-MILWARD                             ,SUTER MECHANICAL INC                              ,360 E VINE ST,,,,,,,,,,4,json,360 E VINE ST LEXINGTON KY
175556,2013/04/19 00:00:00.000000000,2148 LARKSPUR DR                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,WOODWARD HOMES LLC                                ,WOODWARD HOMES LLC                                ,2148 LARKSPUR DR,,,,,,,,,,4,json,2148 LARKSPUR DR LEXINGTON KY
174620,2013/04/22 00:00:00.000000000,125 ZESTA PL                                      ,                                                  ,WRECKING COMMERCIAL                               ,19000,THE JM SMUCKER CO                                 ,M C M DEMOLITION INC                              ,125 ZESTA PL,,,,,,,,,,4,json,125 ZESTA PL LEXINGTON KY
173063,2012/11/15 00:00:00.000000000,4305 EVANGELINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONTRUCTION                                 ,R M L CONSTRUCTION LLC                            ,4305 EVANGELINE LN,,,,,,,,,,4,json,4305 EVANGELINE LN LEXINGTON KY
184965,2014/08/29 00:00:00.000000000,221 RUFFIAN WAY                                   ,                                                  ,GOVERNMENT BLDG/LOCAL                             ,100000,FAYETTE CO 4-H COUNCIL                            ,FAYETTE CO 4-H COUNCIL                            ,221 RUFFIAN WAY,,,,,,,,,,4,json,221 RUFFIAN WAY LEXINGTON KY
182237,2014/04/28 00:00:00.000000000,135 W MAIN ST                                     ,                                                  ,SIGNS                                             ,3679,RICK SCALF                                        ,INSTANT SIGNS II                                  ,135 W MAIN ST,,,,,,,,,,4,json,135 W MAIN ST LEXINGTON KY
177995,2013/08/13 00:00:00.000000000,3536 CREEKWOOD DR                                 ,14                                                ,"MECHANICAL, MULTI-FAMILY                          ",0,CHINOE CREEK APARTMENTS                           ,FAYETTE HEATING & AIR CONDITIONING                ,3536 CREEKWOOD DR,,,,,,,,,,4,json,3536 CREEKWOOD DR LEXINGTON KY
183777,2014/06/30 00:00:00.000000000,1663 WHARTON WAY                                  ,                                                  ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,1663 WHARTON WAY,,,,,,,,,,4,json,1663 WHARTON WAY LEXINGTON KY
186482,2014/12/03 00:00:00.000000000,3565 NICHOLASVILLE RD                             , SPACE 932                                        ,"MECHANICAL COMM. $100,001-$150,000                ",0,TRAVINIA ITALIAN                                  ,BANKS HEATING                                     ,3565 NICHOLASVILLE RD,,,,,,,,,,4,json,3565 NICHOLASVILLE RD LEXINGTON KY
181888,2014/04/07 00:00:00.000000000,835 GLASFORD SQ                                   ,#106                                              ,"MECHANICAL, SINGLE FAMILY                         ",2131,RML CONSTRUCTION                                  ,STIVERS HVAC INC                                  ,835 GLASFORD SQ,,,,,,,,,,4,json,835 GLASFORD SQ LEXINGTON KY
162051,2011/02/09 00:00:00.000000000,109 WALTON AVE                                    ,                                                  ,SIGNS                                             ,500,FINDERS KEEPERS                                   ,B & W AWNING MFG CO INC                           ,109 WALTON AVE,,,,,,,,,,4,json,109 WALTON AVE LEXINGTON KY
170707,2012/07/18 00:00:00.000000000,1686-94 TRAVELLER RD                              ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,GARDENSIDE BAPTIST CHURCH                         ,GARDENSIDE BAPTIST CHURCH                         ,1686 TRAVELLER RD,,,,,,,,,,4,json,1686 TRAVELLER RD LEXINGTON KY
172914,2012/11/06 00:00:00.000000000,1248 VERSAILLES RD                                ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,VIRGINIA BATES                                    ,VIRGINIA BATES                                    ,1248 VERSAILLES RD,,,,,,,,,,4,json,1248 VERSAILLES RD LEXINGTON KY
163239,2011/04/26 00:00:00.000000000,3801 MALL RD                                      ,STE:135                                           ,SIGNS                                             ,3500,MENCHIES FROZEN YOGURT                            ,U S A SIGNS LLC                                   ,3801 MALL RD,,,,,,,,,,4,json,3801 MALL RD LEXINGTON KY
171895,2012/11/29 00:00:00.000000000,1800 MERCER RD                                    ,                                                  ,ADDITION WAREHOUSE                                ,300000,UPS                                               ,SULLIVAN & COZART INC                             ,1800 MERCER RD,,,,,,,,,,4,json,1800 MERCER RD LEXINGTON KY
176223,2013/05/21 00:00:00.000000000,3805 CASTLEBRIDGE LN                              ,                                                  ,TOWNHOUSE                                         ,125000,BALL HOMES LLC                                    ,BALL HOMES INC                                    ,3805 CASTLEBRIDGE LN,,,,,,,,,,4,json,3805 CASTLEBRIDGE LN LEXINGTON KY
184879,2014/08/26 00:00:00.000000000,4200 BRIDGE WATER WAY                             ,#105                                              ,RESIDENTIAL DETACHED GARAGE                       ,5000,ANDERSON BRIDGEWATER LLC                          ,HARMONY HOME BUILDERS LLC                         ,4200 BRIDGE WATER WAY,,,,,,,,,,4,json,4200 BRIDGE WATER WAY LEXINGTON KY
179163,2013/10/11 00:00:00.000000000,1091 E NEW CIRCLE RD                              ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,"ULTIMATE AUTO SALES, LLC.                         ","ULTIMATE AUTO SALES, LLC.                         ",1091 E NEW CIRCLE RD,,,,,,,,,,4,json,1091 E NEW CIRCLE RD LEXINGTON KY
168300,2012/03/29 00:00:00.000000000,144 N BROADWAY                                    ,                                                  ,SIGNS                                             ,2500,CROWE HORWATH                                     ,U S A SIGNS LLC                                   ,144 N BROADWAY,,,,,,,,,,4,json,144 N BROADWAY LEXINGTON KY
184195,2014/07/22 00:00:00.000000000,4190 BRIDGE WATER WAY                             ,STE 104                                           ,TOWNHOUSE <1500 SQ FT                             ,85000,ANDERSON BRIDGWATER LLC                           ,HARMONY HOME BUILDERS LLC                         ,4190 BRIDGE WATER WAY,,,,,,,,,,4,json,4190 BRIDGE WATER WAY LEXINGTON KY
181470,2014/03/14 00:00:00.000000000,2251 WAR ADMIRAL WAY                              ,                                                  ,SIGNS                                             ,10000,A & W                                             ,SEBASTIAN SIGN & CRANE SERVICE INC                ,2251 WAR ADMIRAL WAY,,,,,,,,,,4,json,2251 WAR ADMIRAL WAY LEXINGTON KY
184713,2014/08/15 00:00:00.000000000,1672 WHARTON WAY                                  ,                                                  ,TOWNHOUSE                                         ,50000,RML CONSTRUCTION                                  ,R M L CONSTRUCTION LLC                            ,1672 WHARTON WAY,,,,,,,,,,4,json,1672 WHARTON WAY LEXINGTON KY
186133,2014/11/03 00:00:00.000000000,529 W MAIN ST.                                    ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,THE ROASTERY                                      ,THE ROASTERY                                      ,529 W MAIN ST.,,,,,,,,,,4,json,529 W MAIN ST. LEXINGTON KY
172462,2012/10/11 00:00:00.000000000,4240 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,4240 EVANGELINE LN,,,,,,,,,,4,json,4240 EVANGELINE LN LEXINGTON KY
185446,2014/09/26 00:00:00.000000000,3289 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3289 ALCOTT PL,,,,,,,,,,4,json,3289 ALCOTT PL LEXINGTON KY
185984,2014/10/24 00:00:00.000000000,3302 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3302 ALCOTT PL,,,,,,,,,,4,json,3302 ALCOTT PL LEXINGTON KY
164490,2011/07/12 00:00:00.000000000,808 NEWTOWN CIR                                   ,                                                  ,REMODELING GOV BUILDING/LOCAL                     ,67756.27,HEALTH DEPARTMENT                                 ,DESIGN & CONSTRUCTION MNGMT SERVICES LLC          ,808 NEWTOWN CIR,,,,,,,,,,4,json,808 NEWTOWN CIR LEXINGTON KY
178161,2013/08/21 00:00:00.000000000,186 SIMPSON AVE                                   ,                                                  ,"WRECKING STRUCTURES, RESIDENTIAL                  ",4000,ANDERSON CUMMUNITIES                              ,SUPERIOR DEMOLITION INC                           ,186 SIMPSON AVE,,,,,,,,,,4,json,186 SIMPSON AVE LEXINGTON KY
172562,2012/10/18 00:00:00.000000000,191 JEFFERSON ST                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,ENOTECA                                           ,SETH BREWER                                       ,191 JEFFERSON ST,,,,,,,,,,4,json,191 JEFFERSON ST LEXINGTON KY
184613,2014/08/12 00:00:00.000000000,297 TAYLOR AVE.                                   ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,ANITA PRIVETT                                     ,ANITA PRIVETT                                     ,297 TAYLOR AVE.,,,,,,,,,,4,json,297 TAYLOR AVE. LEXINGTON KY
164424,2011/07/07 00:00:00.000000000,379 ROSE ST                                       ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",0,"NORTRIGO, LTD                                     ",CLIMATE CONTROL CORPORATION                       ,379 ROSE ST,,,,,,,,,,4,json,379 ROSE ST LEXINGTON KY
183408,2014/06/12 00:00:00.000000000,4228 SARON DR                                     ,                                                  ,SIGNS                                             ,1800,SEARS #2582                                       ,POPEYE SIGN COMPANY INC                           ,4228 SARON DR,,,,,,,,,,4,json,4228 SARON DR LEXINGTON KY
165157,2011/08/19 00:00:00.000000000,2240 HUME RD                                      ,                                                  ,"WRECKING STRUCTURES, RESIDENTIAL                  ",7000,JEFF SHOUSE                                       ,DIVERSIFIED DEMOLITION LCC                        ,2240 HUME RD,,,,,,,,,,4,json,2240 HUME RD LEXINGTON KY
181536,2014/04/01 00:00:00.000000000,962 DELAWARE AVE                                  ,                                                  ,"MECHANICAL COMM. $50,001-$75,000                  ",75000,CLAY INGLES CO                                    ,SUTER MECHANICAL INC                              ,962 DELAWARE AVE,,,,,,,,,,4,json,962 DELAWARE AVE LEXINGTON KY
185466,2014/09/29 00:00:00.000000000,3535 NICHOLASVILLE RD                             ,SPACE 924                                         ,"MECHANICAL COMM. $75,001-$100,000                 ",0,SAWYER-ELDER CONSTRUCTION                         ,AIR CONTROL HEATING & COOLING OF LEX              ,3535 NICHOLASVILLE RD,,,,,,,,,,4,json,3535 NICHOLASVILLE RD LEXINGTON KY
172814,2012/11/02 00:00:00.000000000,4203 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES INC                                    ,STIVERS HVAC INC                                  ,4203 EVANGELINE LN,,,,,,,,,,4,json,4203 EVANGELINE LN LEXINGTON KY
169419,2012/05/18 00:00:00.000000000,2433 NICHOLASVILLE RD                             ,                                                  ,"GRADING, COMMERCIAL                               ",0,CFT DEVELOPMENTS LLC                              ,GERALD N CANDITO CONSTRUCTION CORP                ,2433 NICHOLASVILLE RD,,,,,,,,,,4,json,2433 NICHOLASVILLE RD LEXINGTON KY
175370,2013/04/10 00:00:00.000000000,1860 EVANS MILL RD                                ,                                                  ,"WRECKING STRUCTURES, RESIDENTIAL                  ",4800,BERNARD & SUSAN MILLER                            ,M C M DEMOLITION INC                              ,1860 EVANS MILL RD,,,,,,,,,,4,json,1860 EVANS MILL RD LEXINGTON KY
181321,2014/03/19 00:00:00.000000000,1949 STAR SHOOT PKWY                              ,                                                  ,THEATRE REMODELING                                ,125000,REGAL ENTERTAINMENT GROUP                         ,"BAILEY CONSTRUCTION AND CONSULTING, LLC           ",1949 STAR SHOOT PKWY,,,,,,,,,,4,json,1949 STAR SHOOT PKWY LEXINGTON KY
162821,2011/04/01 00:00:00.000000000,486 SOUTHLAND DR                                  ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,CHARLES MOORE                                     ,FAYETTE HEATING & AIR CONDITIONING                ,486 SOUTHLAND DR,,,,,,,,,,4,json,486 SOUTHLAND DR LEXINGTON KY
186468,2014/11/24 00:00:00.000000000,5899 OLD RICHMOND RD                              ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,GUMMY BEARS CHILDCARE                             ,GUMMY BEARS CHILDCARE                             ,5899 OLD RICHMOND RD,,,,,,,,,,4,json,5899 OLD RICHMOND RD LEXINGTON KY
175453,2013/04/12 00:00:00.000000000,4302 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,BALL HOMES                                        ,STIVERS HVAC INC                                  ,4302 EVANGELINE LN,,,,,,,,,,4,json,4302 EVANGELINE LN LEXINGTON KY
163405,2011/05/05 00:00:00.000000000,352 E MAIN ST                                     ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,T.W. KINKEAD                                      ,AIR CONTROL HEATING & COOLING OF LEX              ,352 E MAIN ST,,,,,,,,,,4,json,352 E MAIN ST LEXINGTON KY
164241,2011/06/27 00:00:00.000000000,2861 KEARNEY RIDGE BLVD                           ,                                                  ,"FENCE, RESIDENTIAL                                ",3200,MICHELLE JAMESON                                  ,ALL DECKED OUT                                    ,2861 KEARNEY RIDGE BLVD,,,,,,,,,,4,json,2861 KEARNEY RIDGE BLVD LEXINGTON KY
180717,2014/01/21 00:00:00.000000000,2                                                 ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",16000,AETNA BLDG MAINTENANCE                            ,MONTHIE MECHANICAL INC                            ,2,,,,,,,,,,4,json,2 LEXINGTON KY
185881,2014/10/21 00:00:00.000000000,909 DAWSON SPRINGS WAY                            ,                                                  ,SINGLE FAMILY RESIDENCE                           ,90000,PALUMBO PROPERTIES                                ,JAMES MONROE HOMES                                ,909 DAWSON SPRINGS WAY,,,,,,,,,,4,json,909 DAWSON SPRINGS WAY LEXINGTON KY
184948,2014/08/29 00:00:00.000000000,1428 VILLAGE DR                                   ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,MONICA CALLEJA                                    ,MONICA CALLEJA                                    ,1428 VILLAGE DR,,,,,,,,,,4,json,1428 VILLAGE DR LEXINGTON KY
184112,2014/07/17 00:00:00.000000000,929 DAWSON SPRINGS WAY                            ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",7050,MONROE HOMES                                      ,FAYETTE HEATING & AIR CONDITIONING                ,929 DAWSON SPRINGS WAY,,,,,,,,,,4,json,929 DAWSON SPRINGS WAY LEXINGTON KY
162535,2011/03/17 00:00:00.000000000,3781 BELLEAU WOOD DR                              ,                                                  ,"WRECKING STRUCTURES, RESIDENTIAL                  ",7000,SAYRE CHRISTIAN VILLAGE                           ,WOODFORD EXCAVATION & TRANSPORT INC               ,3781 BELLEAU WOOD DR,,,,,,,,,,4,json,3781 BELLEAU WOOD DR LEXINGTON KY
175104,2013/03/26 00:00:00.000000000,127 N BROADWAY                                    ,                                                  ,REMODELING RESTAURANT                             ,435000,SAUL GOOD RESTAURANTS                             ,JARBOE CONSTRUCTION INC                           ,127 N BROADWAY,,,,,,,,,,4,json,127 N BROADWAY LEXINGTON KY
181619,2014/07/01 00:00:00.000000000,2251 WAR ADMIRAL WAY                              ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",12432,A & W                                             ,FRANTZ INC                                        ,2251 WAR ADMIRAL WAY,,,,,,,,,,4,json,2251 WAR ADMIRAL WAY LEXINGTON KY
186316,2014/12/29 00:00:00.000000000,3337 SQUIRE OAK DR                                ,FAY CO SCHOOLS                                    ,"MECHANICAL COMM. $1,100,001-$1,200,000            ",0,FAYETTE CO. PUBLIC SCHOOLS                        ,FREI PLUMBING INC                                 ,3337 SQUIRE OAK DR,,,,,,,,,,4,json,3337 SQUIRE OAK DR LEXINGTON KY
185798,2014/10/16 00:00:00.000000000,3305 ALCOTT PL                                    ,                                                  ,TOWNHOUSE                                         ,50000,R M L CONSTRUCTION                                ,R M L CONSTRUCTION LLC                            ,3305 ALCOTT PL,,,,,,,,,,4,json,3305 ALCOTT PL LEXINGTON KY
173747,2013/01/09 00:00:00.000000000,4352 EVANGELINE LN                                ,                                                  ,"MECHANICAL, SINGLE FAMILY                         ",0,"BALL HOMES, INC                                   ",STIVERS HVAC INC                                  ,4352 EVANGELINE LN,,,,,,,,,,4,json,4352 EVANGELINE LN LEXINGTON KY
175688,2013/04/26 00:00:00.000000000,201 RUCCIO WAY                                    ,                                                  ,SIGNS                                             ,2000,JEFF WHATTAM                                      ,INTEGRATED SIGN & GRAPHIC INC                     ,201 RUCCIO WAY,,,,,,,,,,4,json,201 RUCCIO WAY LEXINGTON KY
184344,2014/08/20 00:00:00.000000000,3031 RICHMOND RD                                  ,STE'S 110 & 120                                   ,RETAIL SALES GENERAL                              ,300000,MAN O WAR PLACE LLC                               ,DEAN BUILDS INC                                   ,3031 RICHMOND RD,,,,,,,,,,4,json,3031 RICHMOND RD LEXINGTON KY
164221,2011/06/24 00:00:00.000000000,300 N BROADWAY                                    ,                                                  ,"MECHANICAL COMM. $100,001-$150,000                ",0,TRANSYLVANIA UNIVERSITY                           ,THERMAL EQUIPMENT SERVICE CO INC                  ,300 N BROADWAY,,,,,,,,,,4,json,300 N BROADWAY LEXINGTON KY
176707,2013/06/14 00:00:00.000000000,2980 MAN O WAR BLVD                               ,                                                  ,GRADING RESIDENTIAL                               ,0,BALL HOMES                                        ,BALL HOMES INC                                    ,2980 MAN O WAR BLVD,,,,,,,,,,4,json,2980 MAN O WAR BLVD LEXINGTON KY
185363,2014/09/23 00:00:00.000000000,4371 OLD HARRODSBURG RD                           ,STE 170                                           ,REMODELING RECREATIONAL FACILITY                  ,5000,ELLE FITNESS                                      ,ELLE FITNESS                                      ,4371 OLD HARRODSBURG RD,,,,,,,,,,4,json,4371 OLD HARRODSBURG RD LEXINGTON KY
174500,2013/02/25 00:00:00.000000000,437 MCCONNELLS TRACE                              ,                                                  ,"FENCE, RESIDENTIAL                                ",700,E & A PROPERTIES - TIFFANY BARBARA                ,RIO GRANDE FENCE CO INC                           ,437 MCCONNELLS TRACE,,,,,,,,,,4,json,437 MCCONNELLS TRACE LEXINGTON KY
167098,2012/02/03 00:00:00.000000000,3551 ENTERTAINMENT CT                             ,                                                  ,"WRECKING, ACCESSORY STRUCTURE                     ",7500,KEENELAND ASSOCIATION INC                         ,ENVIRONMENTAL RESOURCES INC                       ,3551 ENTERTAINMENT CT,,,,,,,,,,4,json,3551 ENTERTAINMENT CT LEXINGTON KY
183291,2014/06/06 00:00:00.000000000,941 DAWSON SPRINGS WAY                            ,                                                  ,GRADING RESIDENTIAL                               ,0,JAMES MONROE HOMES                                ,JAMES MONROE HOMES                                ,941 DAWSON SPRINGS WAY,,,,,,,,,,4,json,941 DAWSON SPRINGS WAY LEXINGTON KY
162335,2011/03/04 00:00:00.000000000,213 E SEVENTH ST                                  ,                                                  ,"WRECKING STRUCTURES, RESIDENTIAL                  ",4500,SKY BLUE PROPERTIES/DAVE MCMULLEN                 ,M C M DEMOLITION INC                              ,213 E SEVENTH ST,,,,,,,,,,4,json,213 E SEVENTH ST LEXINGTON KY
163640,2011/05/18 00:00:00.000000000,1043 INDUSTRY RD                                  ,                                                  ,SIGNS                                             ,324,CHURCH OF THE PENTECOST                           ,INSTANT SIGNS II                                  ,1043 INDUSTRY RD,,,,,,,,,,4,json,1043 INDUSTRY RD LEXINGTON KY
184911,2014/08/27 00:00:00.000000000,1400 DIXIANA DOMINO RD                            ,                                                  ,"MECHANICAL, SINGLE FAMILY ADD UNIT                ",4300,DIXIANA DOMINO STUD                               ,CLIMATE CONTROL CORPORATION                       ,1400 DIXIANA DOMINO RD,,,,,,,,,,4,json,1400 DIXIANA DOMINO RD LEXINGTON KY
167198,2012/01/11 00:00:00.000000000,1962 HARRODSBURG RD                               ,                                                  ,"MECHANICAL COMM. $10,001-$25,000                  ",0,MCDONALDS MCFLASH                                 ,D R D REPAIR INC                                  ,1962 HARRODSBURG RD,,,,,,,,,,4,json,1962 HARRODSBURG RD LEXINGTON KY
173281,2012/11/30 00:00:00.000000000,4298 EVANGELINE LN                                ,                                                  ,TOWNHOUSE                                         ,50000,RML CONTRUCTION                                   ,R M L CONSTRUCTION LLC                            ,4298 EVANGELINE LN,,,,,,,,,,4,json,4298 EVANGELINE LN LEXINGTON KY
164104,2011/06/17 00:00:00.000000000,406 PARK PL                                       ,                                                  ,"MECHANICAL COMM. $2,001-$10,000                   ",0,WILLIAM C. ROCK                                   ,FAYETTE HEATING & AIR CONDITIONING                ,406 PARK PL,,,,,,,,,,4,json,406 PARK PL LEXINGTON KY
168618,2012/04/12 00:00:00.000000000,225 E NEW CIRCLE RD                               ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,JALAPEñOS RESTAURANT                              ,JALAPEñOS RESTAURANT                              ,225 E NEW CIRCLE RD,,,,,,,,,,4,json,225 E NEW CIRCLE RD LEXINGTON KY
170341,2012/06/27 00:00:00.000000000,103 W MAXWELL ST                                  ,                                                  ,ZONING COMPLIANCE PERMIT (N/C)                    ,0,CEDAR GIFT SHOP                                   ,JAMAL MASOUD                                      ,103 W MAXWELL ST,,,,,,,,,,4,json,103 W MAXWELL ST LEXINGTON KY
