CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng
03641146W,2012,1146 CENTRE PKWY,2012/05/16 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/18 00:00:00.000000000,Y,1146 CENTRE PKWY,,,,,
02193395W,2012,3395 BOSTON RD,2012/05/16 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/16 00:00:00.000000000,Y,3395 BOSTON RD,,,,,
08864125W,2012,4125 HARRODSBURG RD,2012/05/16 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/16 00:00:00.000000000,Y,4125 HARRODSBURG RD,,,,,
32104073W,2012,4073 WINNIPEG CT,2012/05/17 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/21 00:00:00.000000000,Y,4073 WINNIPEG CT,,,,,
11820600W9,2012,600 LISA DR,2012/05/18 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/18 00:00:00.000000000,Y,600 LISA DR,,,,,
03050130W,2012,130 CAMDEN AVE,2012/05/21 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/22 00:00:00.000000000,Y,130 CAMDEN AVE,,,,,
03641254W,2012,1254 CENTRE PKWY,2012/05/21 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/22 00:00:00.000000000,Y,1254 CENTRE PKWY,,,,,
11602550W,2012,2550 LIBERTY RD,2012/05/22 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/22 00:00:00.000000000,Y,2550 LIBERTY RD,,,,,
16290472W4,2012,472 ROOSEVELT BLVD,2012/05/23 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/25 00:00:00.000000000,Y,472 ROOSEVELT BLVD,,,,,
16763416W,2012,3416 SAYBROOK CT,2012/05/24 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/24 00:00:00.000000000,Y,3416 SAYBROOK CT,,,,,
03470234W2,2012,234 CATALPA RD,2012/05/25 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/30 00:00:00.000000000,Y,234 CATALPA RD,,,,,
19890300W,2012,300 N MARTIN LUTHER KING BLVD,2012/05/29 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/30 00:00:00.000000000,Y,300 N MARTIN LUTHER KING BLVD,,,,,
10010710W3,2012,710 JACKSON ST,2012/05/31 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/05/31 00:00:00.000000000,Y,710 JACKSON ST,,,,,
21030384W4,2012,384 WOODLAND AVE,2012/06/01 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/06/04 00:00:00.000000000,Y,384 WOODLAND AVE,,,,,
29831937W,2012,1937 WESTMEATH PL,2012/06/01 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/06/01 00:00:00.000000000,Y,1937 WESTMEATH PL,,,,,
10251178W6,2012,1178 JONESTOWN LN,2012/06/05 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/06/06 00:00:00.000000000,Y,1178 JONESTOWN LN,,,,,
17713050W10,2012,3050 SPURR RD,2012/06/06 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/06/06 00:00:00.000000000,Y,3050 SPURR RD,,,,,
03641215W3,2012,1215 CENTRE PKWY,2012/06/06 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/06/07 00:00:00.000000000,Y,1215 CENTRE PKWY,,,,,
17662061W,2012,2061 SPRING STATION DR,2012/06/12 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/06/14 00:00:00.000000000,Y,2061 SPRING STATION DR,,,,,
17662069W,2012,2069 SPRING STATION DR,2012/06/12 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/06/14 00:00:00.000000000,Y,2069 SPRING STATION DR,,,,,
12781825W,2012,1825 MCCULLOUGH DR,2012/06/15 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/06/15 00:00:00.000000000,Y,1825 MCCULLOUGH DR,,,,,
10010710W4,2012,710 JACKSON ST,2012/06/25 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/06/25 00:00:00.000000000,Y,710 JACKSON ST,,,,,
20680925W,2012,925 WINCHESTER RD,2012/06/25 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/06/25 00:00:00.000000000,Y,925 WINCHESTER RD,,,,,
31672308SIGNS,2012,2308 SIR BARTON WAY,2012/06/29 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/05 00:00:00.000000000,Y,2308 SIR BARTON WAY,,,,,
08021944W2,2012,1944 GLENGARRY WAY,2012/07/02 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/05 00:00:00.000000000,Y,1944 GLENGARRY WAY,,,,,
12333341W,2012,3341 MAMMOTH DR,2012/07/03 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/09 00:00:00.000000000,Y,3341 MAMMOTH DR,,,,,
10740359W,2012,359 KING ARTHUR DR,2012/07/05 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/11 00:00:00.000000000,Y,359 KING ARTHUR DR,,,,,
17020140W2,2012,140 SHAWNEE PL,2012/07/09 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/10 00:00:00.000000000,Y,140 SHAWNEE PL,,,,,
06080215W15,2012,215 EASTERN AVE,2012/07/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/10 00:00:00.000000000,Y,215 EASTERN AVE,,,,,
07370627W3,2012,627 W FOURTH ST,2012/07/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/10 00:00:00.000000000,Y,627 W FOURTH ST,,,,,
06470667W2,2012,667 ELM TREE LN,2012/07/11 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/11 00:00:00.000000000,Y,667 ELM TREE LN,,,,,
31940409W,2012,409 W NEW CIRCLE RD,2012/07/12 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/16 00:00:00.000000000,Y,409 W NEW CIRCLE RD,,,,,
16900710W21,2012,710 E SEVENTH ST,2012/07/16 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/17 00:00:00.000000000,Y,710 E SEVENTH ST,,,,,
08871749W,2012,1749 HARROGATE RD,2012/07/23 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/24 00:00:00.000000000,Y,1749 HARROGATE RD,,,,,
03041918W,2012,1918 CAMBRIDGE DR,2012/07/24 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/25 00:00:00.000000000,Y,1918 CAMBRIDGE DR,,,,,
09771459W2,2012,1459 HUNTSVILLE DR,2012/07/24 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/25 00:00:00.000000000,Y,1459 HUNTSVILLE DR,,,,,
08864701W,2012,4701 HARRODSBURG RD,2012/07/24 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/24 00:00:00.000000000,Y,4701 HARRODSBURG RD,,,,,
18710715W3,2012,715 TERRACE VIEW DR,2012/07/25 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/25 00:00:00.000000000,Y,715 TERRACE VIEW DR,,,,,
10453235W,2012,3235 KEITHSHIRE WAY,2012/07/26 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/26 00:00:00.000000000,Y,3235 KEITHSHIRE WAY,,,,,
04551145W,2012,1145 COMMERCIAL DR,2012/07/27 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/30 00:00:00.000000000,Y,1145 COMMERCIAL DR,,,,,
29034601W,2012,4601 LANDING DR,2012/07/30 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/07/31 00:00:00.000000000,Y,4601 LANDING DR,,,,,
16531734W,2012,1734 RUSSELL CAVE RD,2012/08/01 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/02 00:00:00.000000000,Y,1734 RUSSELL CAVE RD,,,,,
15850362W,2012,362 REDDING RD,2012/08/01 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/02 00:00:00.000000000,Y,362 REDDING RD,,,,,
43050564W,2012,564 SILVER SPRINGS DR,2012/08/02 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/03 00:00:00.000000000,Y,564 SILVER SPRINGS DR,,,,,
11072400W,2012,2400 LAKESHORE DR,2012/08/02 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/08 00:00:00.000000000,Y,2400 LAKESHORE DR,,,,,
05930512W4,2012,512 DUNAWAY ST,2012/08/02 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/07 00:00:00.000000000,Y,512 DUNAWAY ST,,,,,
08841205W6,2012,1205 HARRIS CT,2012/08/06 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/07 00:00:00.000000000,Y,1205 HARRIS CT,,,,,
43490419W,2012,419 CUNNINGHAM LN,2012/08/06 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/07 00:00:00.000000000,Y,419 CUNNINGHAM LN,,,,,
02633431W,2012,3431 BRUNSWICK RD,2012/08/06 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/07 00:00:00.000000000,Y,3431 BRUNSWICK RD,,,,,
31312833W,2012,2833 DOGWOOD TRACE BLVD,2012/08/06 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/07 00:00:00.000000000,Y,2833 DOGWOOD TRACE BLVD,,,,,
26800801W,2012,801 STONEWOOD LN,2012/08/06 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/07 00:00:00.000000000,Y,801 STONEWOOD LN,,,,,
29723536W,2012,3536 FOREST VIEW CT,2012/08/09 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/14 00:00:00.000000000,Y,3536 FOREST VIEW CT,,,,,
40493306W,2012,3306 MANY OAKS PARK,2012/08/09 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/10 00:00:00.000000000,Y,3306 MANY OAKS PARK,,,,,
09490228W2,2012,228 HOLIDAY RD,2012/08/09 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/10 00:00:00.000000000,Y,228 HOLIDAY RD,,,,,
09040617W5,2012,617 HEADLEY AVE,2012/08/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/13 00:00:00.000000000,Y,617 HEADLEY AVE,,,,,
18260604W,2012,604 SUNSET DR,2012/08/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/13 00:00:00.000000000,Y,604 SUNSET DR,,,,,
19840537W,2012,537 WALLER AVE,2012/08/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/14 00:00:00.000000000,Y,537 WALLER AVE,,,,,
12260500W2,2012,500 E MAIN ST,2012/08/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/14 00:00:00.000000000,Y,500 E MAIN ST,,,,,
11670660W2,2012,660 S LIMESTONE,2012/08/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/14 00:00:00.000000000,Y,660 S LIMESTONE,,,,,
13080531W,2012,531 MICHIGAN ST,2012/08/13 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/14 00:00:00.000000000,Y,531 MICHIGAN ST,,,,,
38970533W,2012,533 COFFEE TREE LN,2012/08/13 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/13 00:00:00.000000000,Y,533 COFFEE TREE LN,,,,,
36191821W,2012,1821 LOST TRAIL LN,2012/08/13 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/20 00:00:00.000000000,Y,1821 LOST TRAIL LN,,,,,
06272944W,2012,2944 EDINBURGH DR,2012/08/13 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/13 00:00:00.000000000,Y,2944 EDINBURGH DR,,,,,
17523900W,2012,3900 SPANGLER DR,2012/08/13 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/13 00:00:00.000000000,Y,3900 SPANGLER DR,,,,,
15090928W,2012,928 PINE BLOOM CT,2012/08/15 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/15 00:00:00.000000000,Y,928 PINE BLOOM CT,,,,,
04171606W11,2012,1606 CLAYS MILL RD,2012/08/15 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/15 00:00:00.000000000,Y,1606 CLAYS MILL RD,,,,,
03641333W4,2012,1333 CENTRE PKWY,2012/08/20 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/21 00:00:00.000000000,Y,1333 CENTRE PKWY,,,,,
10230105W2,2012,105 JOHNSTON BLVD,2012/08/24 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/08/27 00:00:00.000000000,Y,105 JOHNSTON BLVD,,,,,
10010722W,2012,722 JACKSON ST,2012/08/31 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/04 00:00:00.000000000,Y,722 JACKSON ST,,,,,
19292141W,2012,2141 TULSA RD,2012/08/31 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/04 00:00:00.000000000,Y,2141 TULSA RD,,,,,
17020140W3,2012,140 SHAWNEE PL,2012/09/07 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/10 00:00:00.000000000,Y,140 SHAWNEE PL,,,,,
43160341W,2012,341 SHELL CT,2012/09/07 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/10 00:00:00.000000000,Y,341 SHELL CT,,,,,
43160234W,2012,234 SHELL CT,2012/09/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/11 00:00:00.000000000,Y,234 SHELL CT,,,,,
11070307SIGNS,2012,307 LAKESHORE DR,2012/09/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/14 00:00:00.000000000,Y,307 LAKESHORE DR,,,,,
06121600W3,2012,1600 EASTLAND PKWY,2012/09/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/11 00:00:00.000000000,Y,1600 EASTLAND PKWY,,,,,
08760276W,2012,276 S HANOVER AVE,2012/09/10 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/11 00:00:00.000000000,Y,276 S HANOVER AVE,,,,,
02500615W2,2012,615 N BROADWAY,2012/09/13 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/13 00:00:00.000000000,Y,615 N BROADWAY,,,,,
05580247W,2012,247 DEVONIA AVE,2012/09/13 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/14 00:00:00.000000000,Y,247 DEVONIA AVE,,,,,
03041910W2,2012,1910 CAMBRIDGE DR,2012/09/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000000000,Y,1910 CAMBRIDGE DR,,,,,
03041930W,2012,1930 CAMBRIDGE DR,2012/09/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000000000,Y,1930 CAMBRIDGE DR,,,,,
03041934W2,2012,1934 CAMBRIDGE DR,2012/09/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000000000,Y,1934 CAMBRIDGE DR,,,,,
03041938W,2012,1938 CAMBRIDGE DR,2012/09/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000000000,Y,1938 CAMBRIDGE DR,,,,,
03041942W2,2012,1942 CAMBRIDGE DR,2012/09/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000000000,Y,1942 CAMBRIDGE DR,,,,,
03041946W,2012,1946 CAMBRIDGE DR,2012/09/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/14 00:00:00.000000000,Y,1946 CAMBRIDGE DR,,,,,
06670503W,2012,503 EUREKA SPRINGS DR,2012/09/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000000000,Y,503 EUREKA SPRINGS DR,,,,,
05330434W3,2012,434 DE ROODE ST,2012/09/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/14 00:00:00.000000000,Y,434 DE ROODE ST,,,,,
03950514SIGNS,2012,514 CHINOE RD,2012/09/17 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/18 00:00:00.000000000,Y,514 CHINOE RD,,,,,
05810672W,2012,672 DOUGLAS AVE,2012/09/17 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/19 00:00:00.000000000,Y,672 DOUGLAS AVE,,,,,
12390389W5,2012,389 MANHATTAN DR,2012/09/17 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/19 00:00:00.000000000,Y,389 MANHATTAN DR,,,,,
29831937W2,2012,1937 WESTMEATH PL,2012/09/19 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/19 00:00:00.000000000,Y,1937 WESTMEATH PL,,,,,
02661301W,2012,1301 BRYAN AVE,2012/09/20 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/20 00:00:00.000000000,Y,1301 BRYAN AVE,,,,,
10661521W,2012,1521 KILDARE CT,2012/09/21 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/24 00:00:00.000000000,Y,1521 KILDARE CT,,,,,
07360250W,2012,250 E FOURTH ST,2012/09/26 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/09/26 00:00:00.000000000,Y,250 E FOURTH ST,,,,,
19803652W2,2012,3652 WALDEN DR,2012/09/27 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/02 00:00:00.000000000,Y,3652 WALDEN DR,,,,,
05643736W,2012,3736 DICKSONIA CIR,2012/10/01 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/02 00:00:00.000000000,Y,3736 DICKSONIA CIR,,,,,
33550596W,2012,596 MERRICK DR,2012/10/03 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/03 00:00:00.000000000,Y,596 MERRICK DR,,,,,
03130336W2,2012,336 CAMPSIE PL,2012/10/04 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/05 00:00:00.000000000,Y,336 CAMPSIE PL,,,,,
03041991W,2012,1991 CAMBRIDGE DR,2012/10/15 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/15 00:00:00.000000000,Y,1991 CAMBRIDGE DR,,,,,
00421955W7,2012,1955 ANNISTON CT,2012/10/15 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/16 00:00:00.000000000,Y,1955 ANNISTON CT,,,,,
10010722W2,2012,722 JACKSON ST,2012/10/15 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/15 00:00:00.000000000,Y,722 JACKSON ST,,,,,
03041926W,2012,1926 CAMBRIDGE DR,2012/10/16 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/17 00:00:00.000000000,Y,1926 CAMBRIDGE DR,,,,,
03041954W,2012,1954 CAMBRIDGE DR,2012/10/17 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/22 00:00:00.000000000,Y,1954 CAMBRIDGE DR,,,,,
03041958W,2012,1958 CAMBRIDGE DR,2012/10/17 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/22 00:00:00.000000000,Y,1958 CAMBRIDGE DR,,,,,
34600772W,2012,772 LUCILLE DR,2012/10/18 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/22 00:00:00.000000000,Y,772 LUCILLE DR,,,,,
00272319W,2012,2319 ALLEN DR,2012/10/24 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/25 00:00:00.000000000,Y,2319 ALLEN DR,,,,,
03641333W5,2012,1333 CENTRE PKWY,2012/10/24 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/25 00:00:00.000000000,Y,1333 CENTRE PKWY,,,,,
28931900W,2012,1900 MOUNTJOY PL,2012/10/25 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/25 00:00:00.000000000,Y,1900 MOUNTJOY PL,,,,,
19890163W,2012,163 N MARTIN LUTHER KING BLVD,2012/10/26 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/29 00:00:00.000000000,Y,163 N MARTIN LUTHER KING BLVD,,,,,
16900199W5,2012,199 E SEVENTH ST,2012/10/29 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/10/29 00:00:00.000000000,Y,199 E SEVENTH ST,,,,,
16012248W,2012,2248 RICHMOND RD,2012/11/06 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/11/06 00:00:00.000000000,Y,2248 RICHMOND RD,,,,,
10010725W4,2012,725 JACKSON ST,2012/11/12 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/11/12 00:00:00.000000000,Y,725 JACKSON ST,,,,,
18751548W,2012,1548 THAMES DR,2012/11/15 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/11/19 00:00:00.000000000,Y,1548 THAMES DR,,,,,
09130473W,2012,473 HENRY CLAY BLVD,2012/11/26 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/11/26 00:00:00.000000000,Y,473 HENRY CLAY BLVD,,,,,
12040492W,2012,492 E LOUDON AVE,2012/12/07 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/12/10 00:00:00.000000000,Y,492 E LOUDON AVE,,,,,
12951205W13,2012,1205 MENIFEE AVE,2012/12/12 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/12/14 00:00:00.000000000,Y,1205 MENIFEE AVE,,,,,
21630524W3,2012,524 SHELBY AVE,2012/12/18 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/03 00:00:00.000000000,Y,524 SHELBY AVE,,,,,
13080511#E,2012,511 MICHIGAN ST #E,2012/12/19 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/12/20 00:00:00.000000000,Y,511 MICHIGAN ST,,,,,
19171005W,2012,1005 TRENT BLVD,2012/12/26 00:00:00.000000000,Nuisance,Invalid Nuisance,2012/12/31 00:00:00.000000000,Y,1005 TRENT BLVD,,,,,
33420052W,2012,52 IMPERIAL AVE,2012/12/28 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/02 00:00:00.000000000,Y,52 IMPERIAL AVE,,,,,
05550201W2,2012,201 DESHA RD,2012/12/28 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/03 00:00:00.000000000,Y,201 DESHA RD,,,,,
13080523W,2013,523 MICHIGAN ST,2013/01/03 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/07 00:00:00.000000000,Y,523 MICHIGAN ST,,,,,
07370617W,2013,617 W FOURTH ST,2013/01/04 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/07 00:00:00.000000000,Y,617 W FOURTH ST,,,,,
11180537W,2013,537 LAMONT DR,2013/01/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/15 00:00:00.000000000,Y,537 LAMONT DR,,,,,
11560502W,2013,502 LESLIE DR,2013/01/17 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/18 00:00:00.000000000,Y,502 LESLIE DR,,,,,
18323455W2,2013,3455 SUTHERLAND DR,2013/01/17 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/25 00:00:00.000000000,Y,3455 SUTHERLAND DR,,,,,
00231845W2,2013,1845 ALEXANDRIA DR,2013/01/22 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/23 00:00:00.000000000,Y,1845 ALEXANDRIA DR,,,,,
38103401W,2013,3401 SHAMROCK LN,2013/01/23 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/24 00:00:00.000000000,Y,3401 SHAMROCK LN,,,,,
00160113W2,2013,113 ALABAMA AVE,2013/01/28 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/29 00:00:00.000000000,Y,113 ALABAMA AVE,,,,,
03600831W,2013,831 CELIA LN,2013/01/28 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/01/29 00:00:00.000000000,Y,831 CELIA LN,,,,,
33594760W,2013,4760 OLD IRON WORKS RD,2013/02/07 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/02/11 00:00:00.000000000,Y,4760 OLD IRON WORKS RD,,,,,
44422200W,2013,2200 WAR ADMIRAL BLVD,2013/02/08 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/02/08 00:00:00.000000000,Y,2200 WAR ADMIRAL BLVD,,,,,
21630563W,2013,563 SHELBY AVE,2013/02/11 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/02/12 00:00:00.000000000,Y,563 SHELBY AVE,,,,,
33240437W,2013,437 FAIRDALE DR,2013/02/20 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/02/21 00:00:00.000000000,Y,437 FAIRDALE DR,,,,,
16012594W,2013,2594 RICHMOND RD,2013/02/21 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/02/22 00:00:00.000000000,Y,2594 RICHMOND RD,,,,,
14021816W,2013,1816 NORMANDY RD,2013/02/22 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/02/22 00:00:00.000000000,Y,1816 NORMANDY RD,,,,,
20151501W,2013,1501 WELLESLEY DR,2013/02/27 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/01 00:00:00.000000000,Y,1501 WELLESLEY DR,,,,,
16531507W,2013,1507 RUSSELL CAVE RD,2013/03/04 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/07 00:00:00.000000000,Y,1507 RUSSELL CAVE RD,,,,,
03042021W5,2013,2021 CAMBRIDGE DR,2013/03/06 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/12 00:00:00.000000000,Y,2021 CAMBRIDGE DR,,,,,
20680934W,2013,934 WINCHESTER RD,2013/03/06 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/07 00:00:00.000000000,Y,934 WINCHESTER RD,,,,,
06121541W,2013,1541 EASTLAND PKWY,2013/03/08 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/11 00:00:00.000000000,Y,1541 EASTLAND PKWY,,,,,
03041958W2,2013,1958 CAMBRIDGE DR,2013/03/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000000000,Y,1958 CAMBRIDGE DR,,,,,
03041946W2,2013,1946 CAMBRIDGE DR,2013/03/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000000000,Y,1946 CAMBRIDGE DR,,,,,
03041942W3,2013,1942 CAMBRIDGE DR,2013/03/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000000000,Y,1942 CAMBRIDGE DR,,,,,
03041934W3,2013,1934 CAMBRIDGE DR,2013/03/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000000000,Y,1934 CAMBRIDGE DR,,,,,
03041930W2,2013,1930 CAMBRIDGE DR,2013/03/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000000000,Y,1930 CAMBRIDGE DR,,,,,
03041910W3,2013,1910 CAMBRIDGE DR,2013/03/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000000000,Y,1910 CAMBRIDGE DR,,,,,
03041950W2,2013,1950 CAMBRIDGE DR,2013/03/14 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000000000,Y,1950 CAMBRIDGE DR,,,,,
03041938W2,2013,1938 CAMBRIDGE DR,2013/03/15 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000000000,Y,1938 CAMBRIDGE DR,,,,,
17930119W24,2013,119 STATE ST,2013/03/15 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/15 00:00:00.000000000,Y,119 STATE ST,,,,,
08650379W,2013,379 HALIFAX DR,2013/03/21 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/03/22 00:00:00.000000000,Y,379 HALIFAX DR,,,,,
16530906W,2013,906 RUSSELL CAVE RD,2013/03/29 00:00:00.000000000,Nuisance,Invalid Nuisance,2013/04/04 00:00:00.000000000,Y,906 RUSSELL CAVE RD,,,,,
