CaseNo,CaseYr,Address,DateOpened,CaseType,Status,StatusDate,Closed,CleanAddress,MatchType,MatchAddress,parcelId,lat,lng
25294633S,2014,4633 HICKORY CREEK CIR,2014/09/29 00:00:00.000,Housing,Closed Out,2014/11/05 00:00:00.000,Y,4633 HICKORY CREEK CIR,Block Level,HICKORY CREEK CIR,,-84.486962661967084,37.960951214419602
01660562S,2014,562 BENTON CT,2014/09/15 00:00:00.000,Housing,Notice/Order Issued,2014/09/15 00:00:00.000,N,562 BENTON CT,Block Level,BENTON CT,,-84.465909293083584,38.081516264316242
14840407-2,2014,407 PENNSYLVANIA AVE,2014/12/30 00:00:00.000,Housing,Notice/Order Issued,2015/01/05 00:00:00.000,N,407 PENNSYLVANIA AVE,Block Level,PENNSYLVANIA AVE,,-84.500852494487646,38.034648483533175
20151501,2015,1501 WELLESLEY DR,2015/02/09 00:00:00.000,Housing,Notice/Order Issued,2015/02/13 00:00:00.000,N,1501 WELLESLEY DR,Block Level,WELLESLEY DR,,-84.576406775752972,38.038923872714449
03641254W,2012,1254 CENTRE PKWY,2012/05/21 00:00:00.000,Nuisance,Invalid Nuisance,2012/05/22 00:00:00.000,Y,1254 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.479307902998698,37.979858312523547
11602550W,2012,2550 LIBERTY RD,2012/05/22 00:00:00.000,Nuisance,Invalid Nuisance,2012/05/22 00:00:00.000,Y,2550 LIBERTY RD,Block Level,LIBERTY RD,,-84.435721621966465,38.019996208030392
03470234W2,2012,234 CATALPA RD,2012/05/25 00:00:00.000,Nuisance,Invalid Nuisance,2012/05/30 00:00:00.000,Y,234 CATALPA RD,Block Level,CATALPA RD,,-84.48259796153819,38.027172954016002
19890300W,2012,300 N MARTIN LUTHER KING BLVD,2012/05/29 00:00:00.000,Nuisance,Invalid Nuisance,2012/05/30 00:00:00.000,Y,300 N MARTIN LUTHER KING BLVD,Block Level,N MARTIN LUTHER KING BLVD,,-84.490219784623093,38.048497936711549
35152224S,2014,2224 BELMONT CT,2014/08/27 00:00:00.000,Housing,Reinspection,2014/12/08 00:00:00.000,N,2224 BELMONT CT,Block Level,BELMONT CT,,-84.446904584866957,38.071402173470538
10010710W3,2012,710 JACKSON ST,2012/05/31 00:00:00.000,Nuisance,Invalid Nuisance,2012/05/31 00:00:00.000,Y,710 JACKSON ST,Block Level,JACKSON ST,,-84.474754677109885,38.04858470849215
21030384W4,2012,384 WOODLAND AVE,2012/06/01 00:00:00.000,Nuisance,Invalid Nuisance,2012/06/04 00:00:00.000,Y,384 WOODLAND AVE,Block Level,WOODLAND AVE,,-84.49470704428731,38.03545623444392
29831937W,2012,1937 WESTMEATH PL,2012/06/01 00:00:00.000,Nuisance,Invalid Nuisance,2012/06/01 00:00:00.000,Y,1937 WESTMEATH PL,Block Level,WESTMEATH PL,,-84.564975449323086,38.002214956073537
17713050W10,2012,3050 SPURR RD,2012/06/06 00:00:00.000,Nuisance,Invalid Nuisance,2012/06/06 00:00:00.000,Y,3050 SPURR RD,Block Level,SPURR RD,,-84.531479418470965,38.107636433874688
03641215W3,2012,1215 CENTRE PKWY,2012/06/06 00:00:00.000,Nuisance,Invalid Nuisance,2012/06/07 00:00:00.000,Y,1215 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.481875326584017,37.980643184808812
17662061W,2012,2061 SPRING STATION DR,2012/06/12 00:00:00.000,Nuisance,Invalid Nuisance,2012/06/14 00:00:00.000,Y,2061 SPRING STATION DR,Block Level,SPRING STATION DR,,-84.448963229942279,38.06638475802783
17662069W,2012,2069 SPRING STATION DR,2012/06/12 00:00:00.000,Nuisance,Invalid Nuisance,2012/06/14 00:00:00.000,Y,2069 SPRING STATION DR,Block Level,SPRING STATION DR,,-84.448963229942279,38.06638475802783
12781825W,2012,1825 MCCULLOUGH DR,2012/06/15 00:00:00.000,Nuisance,Invalid Nuisance,2012/06/15 00:00:00.000,Y,1825 MCCULLOUGH DR,Block Level,MCCULLOUGH DR,,-84.472137374450028,38.088845580431311
33620517#4,2011,517 PATTERSON DR#4,2011/01/25 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2011/01/26 00:00:00.000,Y,517 PATTERSON DR,Block Level,PATTERSON DR,,-84.503403176862449,38.038447400066417
10010710W4,2012,710 JACKSON ST,2012/06/25 00:00:00.000,Nuisance,Invalid Nuisance,2012/06/25 00:00:00.000,Y,710 JACKSON ST,Block Level,JACKSON ST,,-84.474754677109885,38.04858470849215
20680925W,2012,925 WINCHESTER RD,2012/06/25 00:00:00.000,Nuisance,Invalid Nuisance,2012/06/25 00:00:00.000,Y,925 WINCHESTER RD,Block Level,WINCHESTER RD,,-84.46874428396697,38.041867538425784
31672308SIGNS,2012,2308 SIR BARTON WAY,2012/06/29 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/05 00:00:00.000,Y,2308 SIR BARTON WAY,Block Level,SIR BARTON WAY,,-84.422371658560849,38.022921228790146
08021944W2,2012,1944 GLENGARRY WAY,2012/07/02 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/05 00:00:00.000,Y,1944 GLENGARRY WAY,Block Level,GLENGARRY WAY,,-84.449116516654783,38.067474259382763
17020140W2,2012,140 SHAWNEE PL,2012/07/09 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/10 00:00:00.000,Y,140 SHAWNEE PL,Block Level,SHAWNEE PL,,-84.511461971613883,38.02143866828191
06080215W15,2012,215 EASTERN AVE,2012/07/10 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/10 00:00:00.000,Y,215 EASTERN AVE,Block Level,EASTERN AVE,,-84.488061015294008,38.044137936789063
07370627W3,2012,627 W FOURTH ST,2012/07/10 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/10 00:00:00.000,Y,627 W FOURTH ST,Block Level,W FOURTH ST,,-84.499640746688598,38.05923088500019
19173716#1204,2011,3716 TRENT BLVD #1204,2011/02/08 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2011/02/11 00:00:00.000,Y,3716 TRENT BLVD,Block Level,TRENT BLVD,,-84.47598526522934,37.963274049162102
06470667W2,2012,667 ELM TREE LN,2012/07/11 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/11 00:00:00.000,Y,667 ELM TREE LN,Block Level,ELM TREE LN,,-84.481811704736145,38.051540218956319
31940409W,2012,409 W NEW CIRCLE RD,2012/07/12 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/16 00:00:00.000,Y,409 W NEW CIRCLE RD,Block Level,W NEW CIRCLE RD,,-84.477110055808254,38.0710874448501
16900710W21,2012,710 E SEVENTH ST,2012/07/16 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/17 00:00:00.000,Y,710 E SEVENTH ST,Block Level,E SEVENTH ST,,-84.473166292603423,38.046398090292413
08871749W,2012,1749 HARROGATE RD,2012/07/23 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/24 00:00:00.000,Y,1749 HARROGATE RD,Block Level,HARROGATE RD,,-84.456545128185525,38.058677700298034
03041918W,2012,1918 CAMBRIDGE DR,2012/07/24 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/25 00:00:00.000,Y,1918 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
09771459W2,2012,1459 HUNTSVILLE DR,2012/07/24 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/25 00:00:00.000,Y,1459 HUNTSVILLE DR,Block Level,HUNTSVILLE DR,,-84.436497983429874,38.058007263841496
08864701W,2012,4701 HARRODSBURG RD,2012/07/24 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/24 00:00:00.000,Y,4701 HARRODSBURG RD,Block Level,HARRODSBURG RD,,-84.591925179177935,37.988399756733642
18710715W3,2012,715 TERRACE VIEW DR,2012/07/25 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/25 00:00:00.000,Y,715 TERRACE VIEW DR,Block Level,TERRACE VIEW DR,,-84.535757667814863,38.047590557390293
10453235W,2012,3235 KEITHSHIRE WAY,2012/07/26 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/26 00:00:00.000,Y,3235 KEITHSHIRE WAY,Block Level,KEITHSHIRE WAY,,-84.542604848450893,37.993592297315097
04551145W,2012,1145 COMMERCIAL DR,2012/07/27 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/30 00:00:00.000,Y,1145 COMMERCIAL DR,Block Level,COMMERCIAL DR,,-84.45844730806779,38.046626351762669
29034601W,2012,4601 LANDING DR,2012/07/30 00:00:00.000,Nuisance,Invalid Nuisance,2012/07/31 00:00:00.000,Y,4601 LANDING DR,Block Level,LANDING DR,,-84.489058940760486,37.958669718629515
16531734W,2012,1734 RUSSELL CAVE RD,2012/08/01 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/02 00:00:00.000,Y,1734 RUSSELL CAVE RD,Block Level,RUSSELL CAVE RD,,-84.469754303460604,38.081575411142637
33680018-2,2011,18 QUEEN AVE,2011/04/08 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2011/04/01 00:00:00.000,Y,18 QUEEN AVE,Block Level,QUEEN AVE,,-84.499303447724117,38.070749860531585
15850362W,2012,362 REDDING RD,2012/08/01 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/02 00:00:00.000,Y,362 REDDING RD,Block Level,REDDING RD,,-84.508533828400004,37.989148198109589
05930512W4,2012,512 DUNAWAY ST,2012/08/02 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/07 00:00:00.000,Y,512 DUNAWAY ST,Block Level,DUNAWAY ST,,-84.506890740331798,38.046190351248718
08841205W6,2012,1205 HARRIS CT,2012/08/06 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/07 00:00:00.000,Y,1205 HARRIS CT,Block Level,HARRIS CT,,-84.475325328366154,38.093292123837443
43490419W,2012,419 CUNNINGHAM LN,2012/08/06 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/07 00:00:00.000,Y,419 CUNNINGHAM LN,Block Level,CUNNINGHAM LN,,-84.481326076977453,38.04459545131477
02633431W,2012,3431 BRUNSWICK RD,2012/08/06 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/07 00:00:00.000,Y,3431 BRUNSWICK RD,Block Level,BRUNSWICK RD,,-84.541424264468702,37.986114171340262
09490228W2,2012,228 HOLIDAY RD,2012/08/09 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/10 00:00:00.000,Y,228 HOLIDAY RD,Block Level,HOLIDAY RD,,-84.472242324902879,38.027574382146206
09040617W5,2012,617 HEADLEY AVE,2012/08/10 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/13 00:00:00.000,Y,617 HEADLEY AVE,Block Level,HEADLEY AVE,,-84.489406200935051,38.058425024233905
19840537W,2012,537 WALLER AVE,2012/08/10 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/14 00:00:00.000,Y,537 WALLER AVE,Block Level,WALLER AVE,,-84.522413556387221,38.032631859880929
12260500W2,2012,500 E MAIN ST,2012/08/10 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/14 00:00:00.000,Y,500 E MAIN ST,Block Level,E MAIN ST,,-84.488970581350671,38.039248263214837
11670660W2,2012,660 S LIMESTONE,2012/08/10 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/14 00:00:00.000,Y,660 S LIMESTONE,Block Level,S LIMESTONE,,-84.50785834685054,38.036222120650216
11670660W2,2012,660 S LIMESTONE,2012/08/10 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/14 00:00:00.000,Y,660 S LIMESTONE,Block Level,S LIMESTONE,,-84.508175715854151,38.035320002216402
14060313#H,2011,313 NORTHLAND DR #H,2011/04/26 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2011/05/05 00:00:00.000,Y,313 NORTHLAND DR,Block Level,NORTHLAND DR,,-84.476019815869421,38.065028341902348
13080531W,2012,531 MICHIGAN ST,2012/08/13 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/14 00:00:00.000,Y,531 MICHIGAN ST,Block Level,MICHIGAN ST,,-84.501099660928844,38.06323158825969
04171606W11,2012,1606 CLAYS MILL RD,2012/08/15 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/15 00:00:00.000,Y,1606 CLAYS MILL RD,Block Level,CLAYS MILL RD,,-84.528816550322389,38.030049997993864
03641333W4,2012,1333 CENTRE PKWY,2012/08/20 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/21 00:00:00.000,Y,1333 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.475495241914629,37.981956561309246
10230105W2,2012,105 JOHNSTON BLVD,2012/08/24 00:00:00.000,Nuisance,Invalid Nuisance,2012/08/27 00:00:00.000,Y,105 JOHNSTON BLVD,Block Level,JOHNSTON BLVD,,-84.513500341801745,38.015697677433039
10010722W,2012,722 JACKSON ST,2012/08/31 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/04 00:00:00.000,Y,722 JACKSON ST,Block Level,JACKSON ST,,-84.474754677109885,38.04858470849215
17020140W3,2012,140 SHAWNEE PL,2012/09/07 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/10 00:00:00.000,Y,140 SHAWNEE PL,Block Level,SHAWNEE PL,,-84.511461971613883,38.02143866828191
43160234W,2012,234 SHELL CT,2012/09/10 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/11 00:00:00.000,Y,234 SHELL CT,Block Level,SHELL CT,,-84.546333891743416,38.085619924580399
11070307SIGNS,2012,307 LAKESHORE DR,2012/09/10 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/14 00:00:00.000,Y,307 LAKESHORE DR,Block Level,LAKESHORE DR,,-84.471370768534612,38.016055634862788
06121600W3,2012,1600 EASTLAND PKWY,2012/09/10 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/11 00:00:00.000,Y,1600 EASTLAND PKWY,Block Level,EASTLAND PKWY,,-84.443839951200275,38.051771564614704
11072074#4,2011,2074 LAKESHORE DR #4,2011/04/28 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2011/05/03 00:00:00.000,Y,2074 LAKESHORE DR,Block Level,LAKESHORE DR,,-84.461941913900887,38.005478381735074
02500615W2,2012,615 N BROADWAY,2012/09/13 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/13 00:00:00.000,Y,615 N BROADWAY,Block Level,N BROADWAY,,-84.488632793004854,38.05683272960642
05580247W,2012,247 DEVONIA AVE,2012/09/13 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/14 00:00:00.000,Y,247 DEVONIA AVE,Block Level,DEVONIA AVE,,-84.474226580738446,38.058013233972893
03041910W2,2012,1910 CAMBRIDGE DR,2012/09/14 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000,Y,1910 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041930W,2012,1930 CAMBRIDGE DR,2012/09/14 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000,Y,1930 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041934W2,2012,1934 CAMBRIDGE DR,2012/09/14 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000,Y,1934 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041938W,2012,1938 CAMBRIDGE DR,2012/09/14 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000,Y,1938 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041942W2,2012,1942 CAMBRIDGE DR,2012/09/14 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/17 00:00:00.000,Y,1942 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041946W,2012,1946 CAMBRIDGE DR,2012/09/14 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/14 00:00:00.000,Y,1946 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
05330434W3,2012,434 DE ROODE ST,2012/09/14 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/14 00:00:00.000,Y,434 DE ROODE ST,Block Level,DE ROODE ST,,-84.508413366430588,38.044525102790196
03950514SIGNS,2012,514 CHINOE RD,2012/09/17 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/18 00:00:00.000,Y,514 CHINOE RD,Block Level,CHINOE RD,,-84.482274439291089,38.018581801410264
19601500-3,2011,1500 VERSAILLES RD,2011/06/22 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2011/06/23 00:00:00.000,Y,1500 VERSAILLES RD,Block Level,VERSAILLES RD,,-84.527641631020273,38.049328673552843
12390389W5,2012,389 MANHATTAN DR,2012/09/17 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/19 00:00:00.000,Y,389 MANHATTAN DR,Block Level,MANHATTAN DR,,-84.459770799818031,38.063368200843577
29831937W2,2012,1937 WESTMEATH PL,2012/09/19 00:00:00.000,Nuisance,Invalid Nuisance,2012/09/19 00:00:00.000,Y,1937 WESTMEATH PL,Block Level,WESTMEATH PL,,-84.564975449323086,38.002214956073537
03041991W,2012,1991 CAMBRIDGE DR,2012/10/15 00:00:00.000,Nuisance,Invalid Nuisance,2012/10/15 00:00:00.000,Y,1991 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.548259472081895,38.052530777231645
19601724#A101-3,2011,1724 VERSAILLES RD #A101,2011/09/09 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2011/09/22 00:00:00.000,Y,1724 VERSAILLES RD,Block Level,VERSAILLES RD,,-84.536202707443252,38.048351354789389
10010722W2,2012,722 JACKSON ST,2012/10/15 00:00:00.000,Nuisance,Invalid Nuisance,2012/10/15 00:00:00.000,Y,722 JACKSON ST,Block Level,JACKSON ST,,-84.474754677109885,38.04858470849215
03041926W,2012,1926 CAMBRIDGE DR,2012/10/16 00:00:00.000,Nuisance,Invalid Nuisance,2012/10/17 00:00:00.000,Y,1926 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041954W,2012,1954 CAMBRIDGE DR,2012/10/17 00:00:00.000,Nuisance,Invalid Nuisance,2012/10/22 00:00:00.000,Y,1954 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041958W,2012,1958 CAMBRIDGE DR,2012/10/17 00:00:00.000,Nuisance,Invalid Nuisance,2012/10/22 00:00:00.000,Y,1958 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
00272319W,2012,2319 ALLEN DR,2012/10/24 00:00:00.000,Nuisance,Invalid Nuisance,2012/10/25 00:00:00.000,Y,2319 ALLEN DR,Block Level,ALLEN DR,,-84.454444818238642,38.086326710211367
03641333W5,2012,1333 CENTRE PKWY,2012/10/24 00:00:00.000,Nuisance,Invalid Nuisance,2012/10/25 00:00:00.000,Y,1333 CENTRE PKWY,Block Level,CENTRE PKWY,,-84.475495241914629,37.981956561309246
19601724#B284,2012,1724 VERSAILLES RD #B284,2012/01/19 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2012/01/20 00:00:00.000,Y,1724 VERSAILLES RD,Block Level,VERSAILLES RD,,-84.536202707443252,38.048351354789389
16900199W5,2012,199 E SEVENTH ST,2012/10/29 00:00:00.000,Nuisance,Invalid Nuisance,2012/10/29 00:00:00.000,Y,199 E SEVENTH ST,Block Level,E SEVENTH ST,,-84.482080327355874,38.05348658536375
16012248W,2012,2248 RICHMOND RD,2012/11/06 00:00:00.000,Nuisance,Invalid Nuisance,2012/11/06 00:00:00.000,Y,2248 RICHMOND RD,Block Level,RICHMOND RD,,-84.463012812195274,38.016590118488587
10010725W4,2012,725 JACKSON ST,2012/11/12 00:00:00.000,Nuisance,Invalid Nuisance,2012/11/12 00:00:00.000,Y,725 JACKSON ST,Block Level,JACKSON ST,,-84.474754677109885,38.04858470849215
18751548W,2012,1548 THAMES DR,2012/11/15 00:00:00.000,Nuisance,Invalid Nuisance,2012/11/19 00:00:00.000,Y,1548 THAMES DR,Block Level,THAMES DR,,-84.478893909932296,37.972099866302614
09130473W,2012,473 HENRY CLAY BLVD,2012/11/26 00:00:00.000,Nuisance,Invalid Nuisance,2012/11/26 00:00:00.000,Y,473 HENRY CLAY BLVD,Block Level,HENRY CLAY BLVD,,-84.466752884601178,38.035275451716636
12951205W13,2012,1205 MENIFEE AVE,2012/12/12 00:00:00.000,Nuisance,Invalid Nuisance,2012/12/14 00:00:00.000,Y,1205 MENIFEE AVE,Block Level,MENIFEE AVE,,-84.474032933752397,38.035568662696676
13080511#E,2012,511 MICHIGAN ST #E,2012/12/19 00:00:00.000,Nuisance,Invalid Nuisance,2012/12/20 00:00:00.000,Y,511 MICHIGAN ST,Block Level,MICHIGAN ST,,-84.501099660928844,38.06323158825969
19171005W,2012,1005 TRENT BLVD,2012/12/26 00:00:00.000,Nuisance,Invalid Nuisance,2012/12/31 00:00:00.000,Y,1005 TRENT BLVD,Block Level,TRENT BLVD,,-84.493970538502339,37.974796615935041
33420052W,2012,52 IMPERIAL AVE,2012/12/28 00:00:00.000,Nuisance,Invalid Nuisance,2013/01/02 00:00:00.000,Y,52 IMPERIAL AVE,Block Level,IMPERIAL AVE,,-84.499672249913587,38.072506539851602
33563400#313B,2012,3400 MILAM LN #313B,2012/07/30 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2012/08/13 00:00:00.000,Y,3400 MILAM LN,Block Level,MILAM LN,,-84.493307283795929,37.993121983625066
05550201W2,2012,201 DESHA RD,2012/12/28 00:00:00.000,Nuisance,Invalid Nuisance,2013/01/03 00:00:00.000,Y,201 DESHA RD,Block Level,DESHA RD,,-84.485103606688043,38.03139348808245
13080523W,2013,523 MICHIGAN ST,2013/01/03 00:00:00.000,Nuisance,Invalid Nuisance,2013/01/07 00:00:00.000,Y,523 MICHIGAN ST,Block Level,MICHIGAN ST,,-84.501099660928844,38.06323158825969
07370617W,2013,617 W FOURTH ST,2013/01/04 00:00:00.000,Nuisance,Invalid Nuisance,2013/01/07 00:00:00.000,Y,617 W FOURTH ST,Block Level,W FOURTH ST,,-84.499640746688598,38.05923088500019
11180537W,2013,537 LAMONT DR,2013/01/14 00:00:00.000,Nuisance,Invalid Nuisance,2013/01/15 00:00:00.000,Y,537 LAMONT DR,Block Level,LAMONT DR,,-84.537551970359914,38.010251048676437
18323455W2,2013,3455 SUTHERLAND DR,2013/01/17 00:00:00.000,Nuisance,Invalid Nuisance,2013/01/25 00:00:00.000,Y,3455 SUTHERLAND DR,Block Level,SUTHERLAND DR,,-84.482267723322067,37.987573445640201
38103401W,2013,3401 SHAMROCK LN,2013/01/23 00:00:00.000,Nuisance,Invalid Nuisance,2013/01/24 00:00:00.000,Y,3401 SHAMROCK LN,Block Level,SHAMROCK LN,,-84.545589995750277,38.109077272120416
00160113W2,2013,113 ALABAMA AVE,2013/01/28 00:00:00.000,Nuisance,Invalid Nuisance,2013/01/29 00:00:00.000,Y,113 ALABAMA AVE,Block Level,ALABAMA AVE,,-84.484619961042057,38.05473361325847
19450327#3,2012,327 S UPPER ST #3,2012/09/10 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2012/09/14 00:00:00.000,Y,327 S UPPER ST,Block Level,S UPPER ST,,-84.500124645917239,38.045653965911846
33594760W,2013,4760 OLD IRON WORKS RD,2013/02/07 00:00:00.000,Nuisance,Invalid Nuisance,2013/02/11 00:00:00.000,Y,4760 OLD IRON WORKS RD,Block Level,OLD IRON WORKS RD,,-84.540574632610941,38.151520393907425
33240437W,2013,437 FAIRDALE DR,2013/02/20 00:00:00.000,Nuisance,Invalid Nuisance,2013/02/21 00:00:00.000,Y,437 FAIRDALE DR,Block Level,FAIRDALE DR,,-84.51640245720543,38.072239365699794
16012594W,2013,2594 RICHMOND RD,2013/02/21 00:00:00.000,Nuisance,Invalid Nuisance,2013/02/22 00:00:00.000,Y,2594 RICHMOND RD,Block Level,RICHMOND RD,,-84.455415898239195,38.009899566377818
14021816W,2013,1816 NORMANDY RD,2013/02/22 00:00:00.000,Nuisance,Invalid Nuisance,2013/02/22 00:00:00.000,Y,1816 NORMANDY RD,Block Level,NORMANDY RD,,-84.541499626212783,38.034769175611103
16531507W,2013,1507 RUSSELL CAVE RD,2013/03/04 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/07 00:00:00.000,Y,1507 RUSSELL CAVE RD,Block Level,RUSSELL CAVE RD,,-84.47593174913932,38.071741975257567
03042021W5,2013,2021 CAMBRIDGE DR,2013/03/06 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/12 00:00:00.000,Y,2021 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.548259472081895,38.052530777231645
20680934W,2013,934 WINCHESTER RD,2013/03/06 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/07 00:00:00.000,Y,934 WINCHESTER RD,Block Level,WINCHESTER RD,,-84.46874428396697,38.041867538425784
06121541W,2013,1541 EASTLAND PKWY,2013/03/08 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/11 00:00:00.000,Y,1541 EASTLAND PKWY,Block Level,EASTLAND PKWY,,-84.448642830576588,38.048594837360305
19601724#A101-4,2013,1724 VERSAILLES RD #A101,2013/10/07 00:00:00.000,Housing,Closed/Cancelled-No Response from Tenant,2013/10/11 00:00:00.000,Y,1724 VERSAILLES RD,Block Level,VERSAILLES RD,,-84.536202707443252,38.048351354789389
03041958W2,2013,1958 CAMBRIDGE DR,2013/03/14 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000,Y,1958 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041946W2,2013,1946 CAMBRIDGE DR,2013/03/14 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000,Y,1946 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041942W3,2013,1942 CAMBRIDGE DR,2013/03/14 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000,Y,1942 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041934W3,2013,1934 CAMBRIDGE DR,2013/03/14 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000,Y,1934 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041930W2,2013,1930 CAMBRIDGE DR,2013/03/14 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000,Y,1930 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041910W3,2013,1910 CAMBRIDGE DR,2013/03/14 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000,Y,1910 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041950W2,2013,1950 CAMBRIDGE DR,2013/03/14 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000,Y,1950 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
03041938W2,2013,1938 CAMBRIDGE DR,2013/03/15 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/20 00:00:00.000,Y,1938 CAMBRIDGE DR,Block Level,CAMBRIDGE DR,,-84.544533582545441,38.050138997908228
17930119W24,2013,119 STATE ST,2013/03/15 00:00:00.000,Nuisance,Invalid Nuisance,2013/03/15 00:00:00.000,Y,119 STATE ST,Block Level,STATE ST,,-84.511276607042547,38.030250080541236
