PermitNo,Address,SubmitDate,IssueDate,StartDate,CompleteDate,Name,PermitType,TypeOfWork,LaneBlockage,CleanAddress,MatchAddress,MatchType,parcelId,lat,lng
 24548,2171 CHRISTIAN RD,2012/11/29 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/11/28 00:00:00.000000000,2012/12/05 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,2171 CHRISTIAN RD,2171 CHRISTIAN RD,Exact Parcel,20016040,-84.44891719,38.03082813
 24549,1448 LEESTOWN RD,2012/11/29 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/11/28 00:00:00.000000000,2012/12/19 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,1448 LEESTOWN RD,1448 LEESTOWN RD,Exact Parcel,21376000,-84.52205062,38.064312
 24550,1369 GRAFTON DR,2012/11/29 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/11/28 00:00:00.000000000,2012/12/19 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,1369 GRAFTON DR,1369 GRAFTON DR,Exact Parcel,10276698,-84.45818039,37.98039769
 24551,1705 HUNTERS REST CT,2012/11/29 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/06 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,1705 HUNTERS REST CT,1705 HUNTERS REST CT,Exact Parcel,20032630,-84.45500532,37.97130199
 24552,3657 HORSEMINT TRL,2012/11/29 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/07 00:00:00.000000000,2012/12/28 00:00:00.000000000,Columbia Gas,Annual General Permit,New Construction,No,3657 HORSEMINT TRL,3657 HORSEMINT TRL,Exact Parcel,38189950,-84.41304402,37.98987723
 24553,2456 PALUMBO DR,2012/11/29 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/07 00:00:00.000000000,2012/12/28 00:00:00.000000000,Columbia Gas,Annual General Permit,New Construction,No,2456 PALUMBO DR,2456 PALUMBO DR,Exact Parcel,13209510,-84.44674057,38.01812513
 24534,850 E LOUDON AVE,2012/11/29 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/12/07 00:00:00.000000000,2012/12/28 00:00:00.000000000,Columbia Gas,Annual General Permit,New Construction,No,850 E LOUDON AVE,850 E LOUDON AVE,Exact Parcel,26997300,-84.4669376,38.04355164
 24554,1821 BAHAMA RD,2012/11/29 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/10 00:00:00.000000000,2012/12/31 00:00:00.000000000,Columbia Gas,Annual General Permit,New Construction,No,1821 BAHAMA RD,1821 BAHAMA RD,Exact Parcel,24771000,-84.37617709,38.02520325
 24535,325 ROBERTSON ST,2012/11/29 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/12/13 00:00:00.000000000,2013/01/03 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,No,325 ROBERTSON ST,325 ROBERTSON ST,Exact Parcel,12814300,-84.51588877,38.05291199
 24536,470 ANNISTON DR,2012/11/29 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/12/07 00:00:00.000000000,2012/12/28 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,470 ANNISTON DR,470 ANNISTON DR,Exact Parcel,13768800,-84.44523221,38.06415255
 24537,3824 WYSE SQ,2012/11/29 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/12/10 00:00:00.000000000,2012/12/31 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,3824 WYSE SQ,3824 WYSE SQ,Exact Parcel,26683125,-84.63694433,38.04415805
 24538,1281 VILLAGE DR,2012/11/29 00:00:00.000000000,2012/12/04 00:00:00.000000000,2013/01/24 00:00:00.000000000,2013/07/14 00:00:00.000000000,Columbia Gas,Installation,Maintenance,Yes,1281 VILLAGE DR,1281 VILLAGE DR,Exact Parcel,10004600,-84.55081048,38.05012309
 24539,1316 CAMDEN AVE,2012/11/29 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/11/27 00:00:00.000000000,2012/12/18 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,1316 CAMDEN AVE,1316 CAMDEN AVE,Exact Parcel,44614800,-84.51680524,38.03130107
 24540,111 WITHERS AVE,2012/11/29 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/11/27 00:00:00.000000000,2012/12/03 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,111 WITHERS AVE,111 WITHERS AVE,Exact Parcel,40596700,-84.47685485,38.06230647
 24541,1703 BILOXI CT,2012/11/30 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/11/29 00:00:00.000000000,2012/12/03 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,1703 BILOXI CT,1703 BILOXI CT,Exact Parcel,15351850,-84.43627675,38.05257355
 24556,2108 BRIDGEPORT DR,2012/11/30 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/11/29 00:00:00.000000000,2012/12/20 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,2108 BRIDGEPORT DR,2108 BRIDGEPORT DR,Exact Parcel,13512950,-84.46911102,38.00592567
 24542,893 BORDALLO DR,2012/11/30 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/11/29 00:00:00.000000000,2012/12/20 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,893 BORDALLO DR,893 BORDALLO DR,Exact Parcel,24816499,-84.55515688,37.97638264
 24557,5090 ATHENS WALNUT HILL PIKE,2012/11/30 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/11/29 00:00:00.000000000,2012/12/05 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,5090 ATHENS WALNUT HILL PIKE,5090 ATHENS WALNUT HILL PIKE,Exact Parcel,21722900,-84.40429383,37.9510264
 24558,3629 BOLD BIDDER DR,2012/11/30 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/11/30 00:00:00.000000000,2012/12/21 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,3629 BOLD BIDDER DR,3629 BOLD BIDDER DR,Exact Parcel,10478627,-84.47216618,37.97734957
 24544,473 CURRY AVE,2012/12/03 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/11/30 00:00:00.000000000,2013/08/01 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,473 CURRY AVE,473 CURRY AVE,Exact Parcel,16240900,-84.51401303,38.04354186
 24545,1801 JOAN DR,2012/12/03 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/12/01 00:00:00.000000000,2012/12/22 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,1801 JOAN DR,1801 JOAN DR,Exact Parcel,13353675,-84.44339985,38.04703183
 24559,185 JEFFERSON ST,2012/12/03 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/03 00:00:00.000000000,2013/08/24 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Maintenance,Yes,185 JEFFERSON ST,185 JEFFERSON ST,Exact Parcel,38183710,-84.50106854,38.05349437
 24560,453 POTOMAC DR,2012/12/04 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/03 00:00:00.000000000,2012/12/24 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,453 POTOMAC DR,453 POTOMAC DR,Exact Parcel,22230450,-84.54270763,37.98594513
 24561,622 JUDY LN,2012/12/04 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/12/25 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,622 JUDY LN,622 JUDY LN,Exact Parcel,20905500,-84.46070265,38.08480344
 24562,864 WHITNEY AVE,2012/12/04 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/12/04 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Annual General Permit,Maintenance,No,864 WHITNEY AVE,864 WHITNEY AVE,Exact Parcel,16023700,-84.50572124,38.06153915
 24547,401 W MAIN ST,2012/12/04 00:00:00.000000000,2012/12/05 00:00:00.000000000,2012/12/05 00:00:00.000000000,2012/12/31 00:00:00.000000000,Contractor,Installation,New Construction,Yes,401 W MAIN ST,401 W MAIN ST,Exact Parcel,13802900,-84.50001784,38.04959605
 24573,617 ST ANTHONY DR,2012/12/05 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/04 00:00:00.000000000,2012/12/11 00:00:00.000000000,Columbia Gas,Installation,Repair,No,617 ST ANTHONY DR,617 ST ANTHONY DR,Exact Parcel,21335500,-84.4469968,38.0587327
 24564,610 PINE ST,2012/12/06 00:00:00.000000000,2012/12/10 00:00:00.000000000,2012/12/05 00:00:00.000000000,2013/03/02 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,610 PINE ST,610 PINE ST,Exact Parcel,10458200,-84.50767995,38.04707454
 24565,614 PINE ST,2012/12/06 00:00:00.000000000,2012/12/10 00:00:00.000000000,2012/12/05 00:00:00.000000000,2013/03/31 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,614 PINE ST,614 PINE ST,Exact Parcel,15010001,-84.50787146,38.04711919
 24566,181 ST WILLIAM DR,2012/12/06 00:00:00.000000000,2012/12/10 00:00:00.000000000,2012/12/05 00:00:00.000000000,2012/12/07 00:00:00.000000000,Columbia Gas,Installation,Repair,No,181 ST WILLIAM DR,181 ST WILLIAM DR,Exact Parcel,15031500,-84.46298669,38.02278578
 24568,3515 RICHMOND RD,2012/12/06 00:00:00.000000000,2012/12/10 00:00:00.000000000,2013/03/19 00:00:00.000000000,2013/04/30 00:00:00.000000000,Kentucky American Water,Street Cut,New Construction,Yes,3515 RICHMOND RD,3515 RICHMOND RD,Exact Parcel,26987950,-84.43144163,37.99833507
 24569,321 HENRY ST,2012/12/06 00:00:00.000000000,2012/12/10 00:00:00.000000000,2012/12/10 00:00:00.000000000,2013/04/10 00:00:00.000000000,Kentucky American Water,Street Cut,New Construction,Yes,321 HENRY ST,321 HENRY ST,Exact Parcel,10660275,-84.50043883,38.05772426
 24570,1956 ALEXANDRIA DR,2012/12/06 00:00:00.000000000,2012/12/10 00:00:00.000000000,2013/01/07 00:00:00.000000000,2013/01/28 00:00:00.000000000,Columbia Gas,Installation,New Construction,No,1956 ALEXANDRIA DR,1956 ALEXANDRIA DR,Exact Parcel,21557100,-84.54838075,38.03209036
 24571,401 W MAIN ST,2012/12/06 00:00:00.000000000,2012/12/10 00:00:00.000000000,2012/12/11 00:00:00.000000000,2013/01/01 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Street Cut,Add or Change Equipment,Yes,401 W MAIN ST,401 W MAIN ST,Exact Parcel,13802900,-84.50001784,38.04959605
 24572,100-130 GREENBRIAR RD,2012/12/07 00:00:00.000000000,2012/12/10 00:00:00.000000000,2012/12/17 00:00:00.000000000,2013/01/15 00:00:00.000000000,Columbia Gas,Installation,Add or Change Equipment,No,100 GREENBRIAR RD,100 GREENBRIAR RD,Exact Parcel,53817100,-84.51562833,38.00896648
 24575,882 JOHNSDALE DR,2012/12/07 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/11 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,882 JOHNSDALE DR,882 JOHNSDALE DR,Exact Parcel,17168182,-84.45597926,38.03632005
 24576,708 DONLEY ST,2012/12/07 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/11 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,708 DONLEY ST,708 DONLEY ST,Exact Parcel,14931950,-84.48106481,38.0554553
 24577,3817 KITTIWAKE DR,2012/12/07 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/27 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,3817 KITTIWAKE DR,3817 KITTIWAKE DR,Exact Parcel,10003785,-84.46646671,37.97801268
 24563,333 DESHA RD,2012/12/07 00:00:00.000000000,2012/12/07 00:00:00.000000000,2012/12/07 00:00:00.000000000,2013/01/18 00:00:00.000000000,Contractor,Installation,Repair,No,333 DESHA RD,333 DESHA RD,Exact Parcel,10770100,-84.48829897,38.02981505
 24578,321 PARK VIEW AVE,2012/12/07 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/07 00:00:00.000000000,2012/12/28 00:00:00.000000000,Columbia Gas,Installation,Repair,No,321 PARK VIEW AVE,321 PARK VIEW AVE,Exact Parcel,15151100,-84.47241208,38.05653259
 24579,705 LAKEVIEW DR,2012/12/10 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/03 00:00:00.000000000,2012/12/11 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,705 LAKEVIEW DR,705 LAKEVIEW DR,Exact Parcel,10436700,-84.45880262,38.02996052
 24580,1888 BOWEN CT,2012/12/10 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/09 00:00:00.000000000,2012/12/11 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,1888 BOWEN CT,1888 BOWEN CT,Exact Parcel,13130850,-84.46947758,38.08800231
 24581,319 PARK VIEW AVE,2012/12/10 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/07 00:00:00.000000000,2012/12/11 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,319 PARK VIEW AVE,319 PARK VIEW AVE,Exact Parcel,14663900,-84.47252142,38.05663785
 24582,138 BELT LINE AVE,2012/12/10 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/06 00:00:00.000000000,2012/12/27 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,138 BELT LINE AVE,138 BELT LINE AVE,Exact Parcel,14477500,-84.48062014,38.05504327
 24583,451 DELONG RD,2012/12/11 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/21 00:00:00.000000000,2013/01/11 00:00:00.000000000,"Time Warner Cable, Inc.",Installation,Maintenance,No,451 DELONG RD,451 DELONG RD,Exact Parcel,21461000,-84.4342635,37.97882302
 24596,660 STRATFORD DR,2012/12/11 00:00:00.000000000,2012/12/18 00:00:00.000000000,2013/01/07 00:00:00.000000000,2013/01/28 00:00:00.000000000,Columbia Gas,Annual General Permit,Maintenance,No,660 STRATFORD DR,660 STRATFORD DR,Exact Parcel,21537200,-84.53816966,38.01989866
 24584,319 OLDHAM AVE,2012/12/12 00:00:00.000000000,2012/12/17 00:00:00.000000000,2012/12/11 00:00:00.000000000,2012/12/14 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,319 OLDHAM AVE,319 OLDHAM AVE,Exact Parcel,10693900,-84.49267721,38.03463954
 24589,815 COOPER DR,2012/12/12 00:00:00.000000000,2012/12/17 00:00:00.000000000,2012/12/11 00:00:00.000000000,2013/04/01 00:00:00.000000000,Columbia Gas,Installation,Repair,No,815 COOPER DR,815 COOPER DR,Exact Parcel,15270800,-84.49361622,38.02236372
 24597,1901 MINT JULEP LN,2012/12/13 00:00:00.000000000,2012/12/18 00:00:00.000000000,2012/12/12 00:00:00.000000000,2012/12/18 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,1901 MINT JULEP LN,1901 MINT JULEP LN,Exact Parcel,23996850,-84.57358403,37.99655803
 24585,433 KINGSWOOD,2012/12/13 00:00:00.000000000,2012/12/17 00:00:00.000000000,2012/12/12 00:00:00.000000000,2012/12/14 00:00:00.000000000,Columbia Gas,Installation,Repair,No,433 KINGSWOOD,433 KINGSWOOD,Exact Parcel,43162100,-84.46751774,38.03382623
 24586,2066 BAHAMA RD,2012/12/13 00:00:00.000000000,2012/12/17 00:00:00.000000000,2012/12/12 00:00:00.000000000,2012/12/14 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,2066 BAHAMA RD,2066 BAHAMA RD,Exact Parcel,20003990,-84.38288983,38.02311103
 24587,657 NORTHSIDE DR,2012/12/13 00:00:00.000000000,2012/12/17 00:00:00.000000000,2012/12/12 00:00:00.000000000,2012/12/14 00:00:00.000000000,Columbia Gas,Installation,Repair,No,657 NORTHSIDE DR,657 NORTHSIDE DR,Exact Parcel,25921400,-84.44460889,38.05811628
 24588,502 S BROADWAY,2012/12/13 00:00:00.000000000,2012/12/17 00:00:00.000000000,2013/01/02 00:00:00.000000000,2014/07/29 00:00:00.000000000,Kentucky Utilities,Installation,New Construction,Yes,502 S BROADWAY,502 S BROADWAY,Exact Parcel,38253830,-84.5052261,38.04492933
 24590,151 SHORESIDE DR,2012/12/14 00:00:00.000000000,2012/12/17 00:00:00.000000000,2012/12/13 00:00:00.000000000,2013/01/03 00:00:00.000000000,Kentucky American Water,Annual General Permit,Maintenance,No,151 SHORESIDE DR,151 SHORESIDE DR,Exact Parcel,19973460,-84.43772195,37.99198128
 24598,3557 GLOUCESTER DR,2012/12/14 00:00:00.000000000,2012/12/18 00:00:00.000000000,2012/12/13 00:00:00.000000000,2012/12/18 00:00:00.000000000,Columbia Gas,Annual General Permit,,No,3557 GLOUCESTER DR,3557 GLOUCESTER DR,Exact Parcel,24608900,-84.63179212,38.05005331
 24591,3361 HUNTING HILLS CT,2012/12/14 00:00:00.000000000,2012/12/17 00:00:00.000000000,2012/12/13 00:00:00.000000000,2012/12/14 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,3361 HUNTING HILLS CT,3361 HUNTING HILLS CT,Exact Parcel,20031950,-84.45564453,37.96890879
 24592,417-445 N UPPER ST,2012/12/14 00:00:00.000000000,2012/12/17 00:00:00.000000000,2012/12/17 00:00:00.000000000,2013/01/07 00:00:00.000000000,"Time Warner Cable, Inc.",Annual General Permit,Maintenance,Yes,417 N UPPER ST,417 N UPPER ST,Exact Parcel,11470200,-84.49104009,38.05231777
 24600,341 SOUTHLAND DR,2012/12/17 00:00:00.000000000,2012/12/18 00:00:00.000000000,2012/12/14 00:00:00.000000000,2013/01/04 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,341 SOUTHLAND DR,341 SOUTHLAND DR,Exact Parcel,21132500,-84.52407083,38.01672158
 24601,696 POPLAR SPRINGS LN,2012/12/17 00:00:00.000000000,2012/12/18 00:00:00.000000000,2012/12/14 00:00:00.000000000,2013/01/04 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,696 POPLAR SPRINGS LN,696 POPLAR SPRINGS LN,Exact Parcel,38014430,-84.51255193,37.9601593
 24602,2065 N CLEVELAND RD,2012/12/17 00:00:00.000000000,2012/12/18 00:00:00.000000000,2012/12/14 00:00:00.000000000,2012/12/18 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,2065 N CLEVELAND RD,2065 N CLEVELAND RD,Exact Parcel,23743950,-84.36563635,38.00378415
 24603,461 BOURBON AVE,2012/12/17 00:00:00.000000000,2012/12/18 00:00:00.000000000,2012/12/19 00:00:00.000000000,2013/01/09 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,461 BOURBON AVE,461 BOURBON AVE,Exact Parcel,14470200,-84.49338189,38.05655891
 24604,463 BOURBON AVE,2012/12/17 00:00:00.000000000,2012/12/18 00:00:00.000000000,2012/12/19 00:00:00.000000000,2013/01/09 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,463 BOURBON AVE,463 BOURBON AVE,Exact Parcel,14470700,-84.49333209,38.05659518
 24605,465 BOURBON AVE,2012/12/17 00:00:00.000000000,2012/12/18 00:00:00.000000000,2012/12/19 00:00:00.000000000,2013/01/09 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,465 BOURBON AVE,465 BOURBON AVE,Exact Parcel,14470800,-84.4932793,38.05663383
 24606,2800 BOWMAN MILL RD,2012/12/18 00:00:00.000000000,2012/12/18 00:00:00.000000000,2012/12/17 00:00:00.000000000,2013/05/07 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,2800 BOWMAN MILL RD,2800 BOWMAN MILL RD,Exact Parcel,21980600,-84.59340538,38.01186918
 24608,2424 HARRODSBURG RD,2012/12/18 00:00:00.000000000,2012/12/18 00:00:00.000000000,2013/01/02 00:00:00.000000000,2013/01/25 00:00:00.000000000,twtelecom,Street Cut,New Construction,Yes,2424 HARRODSBURG RD,2424 HARRODSBURG RD,Exact Parcel,19981360,-84.54665743,38.01798411
 24609,595 BRYANWOOD PKWY,2012/12/18 00:00:00.000000000,2012/12/21 00:00:00.000000000,2012/12/14 00:00:00.000000000,2012/12/20 00:00:00.000000000,Columbia Gas,Annual General Permit,Repair,No,595 BRYANWOOD PKWY,595 BRYANWOOD PKWY,Exact Parcel,13550885,-84.45183163,38.05672923
 24610,314-342 MERINO ST,2012/12/18 00:00:00.000000000,2012/12/21 00:00:00.000000000,2013/01/07 00:00:00.000000000,2013/01/28 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,314 MERINO ST,314 MERINO ST,Exact Parcel,14353550,-84.50516117,38.04962782
 24614,1149 ALDRIDGE WAY,2012/12/19 00:00:00.000000000,2012/12/21 00:00:00.000000000,2012/12/17 00:00:00.000000000,2013/01/07 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1149 ALDRIDGE WAY,1149 ALDRIDGE WAY,Exact Parcel,38007760,-84.48718952,37.95704578
 24615,182 DONABROOK CT,2012/12/19 00:00:00.000000000,2012/12/21 00:00:00.000000000,2012/12/18 00:00:00.000000000,2013/01/08 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,182 DONABROOK CT,182 DONABROOK CT,Exact Parcel,24362200,-84.51580863,37.98923604
 24633,1917 GREENLEAF DR,2012/12/20 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/20 00:00:00.000000000,2013/01/10 00:00:00.000000000,LFUCG-San Sewers (Water Quality),Annual General Permit,Maintenance,No,1917 GREENLEAF DR,1917 GREENLEAF DR,Exact Parcel,11200000,-84.44236992,38.05839629
 24618,616 DE ROODE ST,2012/12/21 00:00:00.000000000,2013/01/04 00:00:00.000000000,2013/01/07 00:00:00.000000000,2013/04/28 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,616 DE ROODE ST,616 DE ROODE ST,Exact Parcel,4038970,-84.51101955,38.04694736
 24634,2047 COBURN BLVD,2012/12/26 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/26 00:00:00.000000000,2013/03/31 00:00:00.000000000,Windstream Communications,Installation,New Construction,No,2047 COBURN BLVD,2047 COBURN BLVD,Exact Parcel,14125900,-84.46582416,38.02090484
 24619,186 EDDIE ST,2012/12/26 00:00:00.000000000,2013/01/04 00:00:00.000000000,2012/12/21 00:00:00.000000000,2013/01/11 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,186 EDDIE ST,186 EDDIE ST,Exact Parcel,14871400,-84.48168914,38.0539154
 24620,1091 KELSEY DR,2012/12/26 00:00:00.000000000,2013/01/04 00:00:00.000000000,2012/12/25 00:00:00.000000000,2013/01/15 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1091 KELSEY DR,1091 KELSEY DR,Exact Parcel,11587035,-84.5515461,38.05831468
 24621,1331 EASTLAND DR,2012/12/27 00:00:00.000000000,2013/01/04 00:00:00.000000000,2012/12/26 00:00:00.000000000,2013/01/16 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,1331 EASTLAND DR,1331 EASTLAND DR,Exact Parcel,11827851,-84.45557811,38.04627338
 24622,136 AMERICAN AVE,2012/12/27 00:00:00.000000000,2013/01/04 00:00:00.000000000,2012/12/26 00:00:00.000000000,2013/01/16 00:00:00.000000000,Kentucky American Water,Street Cut,Maintenance,Yes,136 AMERICAN AVE,136 AMERICAN AVE,Exact Parcel,45421100,-84.51660869,38.03224238
 24624,"333, 335 RICHMOND AVE",2012/12/27 00:00:00.000000000,2013/01/04 00:00:00.000000000,2012/12/24 00:00:00.000000000,2013/01/14 00:00:00.000000000,Columbia Gas,Installation,Repair,No,333 RICHMOND AVE,333 RICHMOND AVE,Exact Parcel,45842100,-84.47472836,38.03783008
 24635,2074 BAHAMA RD,2012/12/28 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/27 00:00:00.000000000,2013/01/17 00:00:00.000000000,Kentucky American Water,Installation,Maintenance,No,2074 BAHAMA RD,2074 BAHAMA RD,Exact Parcel,20003980,-84.38312355,38.02333818
 24636,1222 BRYAN AVE,2012/12/28 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/21 00:00:00.000000000,2013/04/05 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,1222 BRYAN AVE,1222 BRYAN AVE,Exact Parcel,10021700,-84.47127306,38.0577635
 24638,1202 OAK HILL DR,2012/12/28 00:00:00.000000000,2013/01/08 00:00:00.000000000,2013/01/20 00:00:00.000000000,2013/04/05 00:00:00.000000000,Columbia Gas,Street Cut,New Construction,Yes,1202 OAK HILL DR,1202 OAK HILL DR,Exact Parcel,11587125,-84.46810273,38.05524858
 24625,2091 RAINBOW RD,2012/12/31 00:00:00.000000000,2013/01/04 00:00:00.000000000,2012/12/28 00:00:00.000000000,2013/01/18 00:00:00.000000000,Kentucky American Water,Annual General Permit,,No,2091 RAINBOW RD,2091 RAINBOW RD,Exact Parcel,14236300,-84.52137656,38.00881109
 24626,553 ROSEMONT GARDEN,2012/12/31 00:00:00.000000000,2013/01/04 00:00:00.000000000,2012/12/28 00:00:00.000000000,2013/01/18 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,553 ROSEMONT GARDEN,553 ROSEMONT GARDEN,Exact Parcel,23859250,-84.53134832,38.0240086
 24639,1321 DALE DR,2012/12/31 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/28 00:00:00.000000000,2013/01/18 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,1321 DALE DR,1321 DALE DR,Exact Parcel,16286300,-84.48405568,37.97255534
 24627,938 NATIONAL AVE,2012/12/31 00:00:00.000000000,2013/01/04 00:00:00.000000000,2012/12/29 00:00:00.000000000,2013/01/19 00:00:00.000000000,Kentucky American Water,Street Cut,Repair,Yes,938 NATIONAL AVE,938 NATIONAL AVE,Exact Parcel,11806959,-84.47531112,38.03839336
 24640,3185 BURNHAM CT,2012/12/31 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/29 00:00:00.000000000,2013/01/19 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,3185 BURNHAM CT,3185 BURNHAM CT,Exact Parcel,27202200,-84.56278944,37.9997587
 24641,1113 PEPPERHILL CIR,2013/01/02 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/27 00:00:00.000000000,2013/01/07 00:00:00.000000000,Columbia Gas,Annual General Permit,,No,1113 PEPPERHILL CIR,1113 PEPPERHILL CIR,Exact Parcel,24716408,-84.4837306,37.99243402
 24629,456 ROSE LN,2013/01/02 00:00:00.000000000,2013/01/03 00:00:00.000000000,2012/12/27 00:00:00.000000000,2013/01/04 00:00:00.000000000,Columbia Gas,Annual General Permit,Maintenance,No,456 ROSE LN,456 ROSE LN,Exact Parcel,13985700,-84.49849588,38.03413269
 24642,1201 COOPER DR,2013/01/02 00:00:00.000000000,2013/01/08 00:00:00.000000000,2012/12/31 00:00:00.000000000,2013/01/21 00:00:00.000000000,Kentucky American Water,Installation,Repair,No,1201 COOPER DR,1201 COOPER DR,Exact Parcel,11565600,-84.48644956,38.0184254
 24630,914 BYARS AVE,2013/01/02 00:00:00.000000000,2013/01/04 00:00:00.000000000,2012/12/27 00:00:00.000000000,2013/03/17 00:00:00.000000000,Columbia Gas,Street Cut,Maintenance,Yes,914 BYARS AVE,914 BYARS AVE,Exact Parcel,13559200,-84.46999803,38.04314057
